PID,trial_no,outcome,delay,choice,rt,age,gender
11,24,1,80,1,1.789183395,25,male
11,32,0,80,1,2.116524877,25,male
11,40,0,80,1,0.97830388,25,male
11,46,0,80,1,1.078014204,25,male
11,49,0,80,1,1.4677752,25,male
11,51,1,80,1,1.591301689,25,male
12,7,1,1,0,0.486439623,18,female
12,9,1,1,1,1.448432773,18,female
12,11,0,1,0,1.256130863,18,female
12,13,0,1,1,1.005522138,18,female
12,40,0,1,1,0.456422109,18,female
12,51,1,1,0,5.360698905,18,female
12,53,1,1,0,2.04177934,18,female
12,57,1,1,0,3.098381485,18,female
12,59,0,1,1,1.833358087,18,female
12,67,0,1,1,1.225985354,18,female
12,3,1,2,1,5.805255344,18,female
12,8,1,2,0,3.805692454,18,female
12,21,0,2,0,2.00228064,18,female
12,22,1,2,0,0.8441663,18,female
12,25,0,2,1,0.890549787,18,female
12,28,0,2,0,3.290350129,18,female
12,31,1,2,1,0.792558019,18,female
12,32,0,2,1,0.983896354,18,female
12,47,1,2,0,1.818411515,18,female
12,52,0,2,0,1.857779505,18,female
12,1,0,5,1,3.064438733,18,female
12,24,1,5,1,1.222056796,18,female
12,27,1,5,0,2.212059411,18,female
12,36,0,5,1,1.438413653,18,female
12,39,0,5,1,0.700123405,18,female
12,46,0,5,1,1.7198477,18,female
12,48,1,5,0,3.276310078,18,female
12,54,0,5,1,3.200036466,18,female
12,60,1,5,1,2.232846595,18,female
12,68,1,5,0,2.340264307,18,female
12,16,1,10,1,0.717625924,18,female
12,17,0,10,0,1.260308766,18,female
12,18,0,10,1,1.146128526,18,female
12,26,1,10,1,1.994245118,18,female
12,34,1,10,0,2.130082538,18,female
12,41,0,10,1,0.607997909,18,female
12,49,0,10,0,2.124529306,18,female
12,50,1,10,0,4.084510482,18,female
12,65,0,10,0,1.830244884,18,female
12,66,1,10,0,1.906426425,18,female
12,5,0,20,1,1.742934241,18,female
12,10,1,20,1,1.822305358,18,female
12,12,1,20,0,0.83429087,18,female
12,20,1,20,0,1.185864195,18,female
12,29,0,20,0,0.841844001,18,female
12,30,0,20,0,1.241836635,18,female
12,44,0,20,1,1.738093427,18,female
12,61,1,20,0,2.93083939,18,female
12,69,0,20,1,1.380215814,18,female
12,70,1,20,1,2.262959502,18,female
12,6,0,40,0,1.641525285,18,female
12,14,1,40,1,1.023533009,18,female
12,19,1,40,1,0.652251993,18,female
12,23,0,40,0,1.968132917,18,female
12,33,1,40,1,0.490140268,18,female
12,35,1,40,1,1.044331967,18,female
12,37,0,40,1,0.680099654,18,female
12,43,0,40,0,0.555693813,18,female
12,58,1,40,1,1.50568213,18,female
12,64,0,40,1,1.238049353,18,female
12,2,1,80,0,1.104954137,18,female
12,4,1,80,0,3.064412169,18,female
12,15,0,80,1,3.417931962,18,female
12,38,0,80,0,1.69778722,18,female
12,42,1,80,1,0.945835771,18,female
12,45,0,80,1,4.080464798,18,female
12,55,1,80,1,2.618189096,18,female
12,56,1,80,1,2.225438665,18,female
12,62,0,80,1,1.949930358,18,female
12,63,0,80,1,2.247233799,18,female
13,5,1,1,0,2.460135328,21,male
13,8,1,1,1,2.581972684,21,male
13,13,1,1,0,1.577577471,21,male
13,14,1,1,1,1.872350458,21,male
13,37,1,1,1,1.776044882,21,male
13,39,0,1,0,1.014453489,21,male
13,45,0,1,1,0.754022933,21,male
13,53,0,1,1,2.200854591,21,male
13,54,0,1,1,1.627844399,21,male
13,70,0,1,1,1.561962088,21,male
13,2,1,2,0,10.17305034,21,male
13,3,0,2,1,0.896977235,21,male
13,10,0,2,1,2.180417455,21,male
13,20,0,2,0,1.195861678,21,male
13,21,1,2,1,1.712212262,21,male
13,38,0,2,1,1.10511834,21,male
13,51,1,2,1,2.151936716,21,male
13,60,0,2,0,0.742481877,21,male
13,68,1,2,1,1.792335546,21,male
13,69,1,2,1,1.85439076,21,male
13,9,0,5,0,1.222108283,21,male
13,25,0,5,1,2.051897926,21,male
13,34,1,5,1,0.914568652,21,male
13,43,0,5,1,2.498475109,21,male
13,44,1,5,1,1.808165557,21,male
13,47,1,5,1,2.142388599,21,male
13,52,0,5,1,1.680774113,21,male
13,55,0,5,1,1.579852054,21,male
13,63,1,5,0,1.99680049,21,male
13,67,1,5,0,1.2867641,21,male
13,1,1,10,0,16.65174271,21,male
13,6,0,10,0,3.390215821,21,male
13,17,0,10,0,1.837777399,21,male
13,35,1,10,1,0.826446745,21,male
13,40,0,10,1,0.980422888,21,male
13,49,1,10,1,1.448035512,21,male
13,50,1,10,1,0.852042521,21,male
13,61,1,10,1,0.699934343,21,male
13,64,0,10,1,1.146215694,21,male
13,65,0,10,0,1.330364854,21,male
13,4,0,20,1,2.582210557,21,male
13,7,1,20,0,4.866328473,21,male
13,18,0,20,1,1.557878102,21,male
13,19,0,20,0,3.220338727,21,male
13,23,0,20,0,1.322374683,21,male
13,28,0,20,0,3.208033037,21,male
13,30,1,20,0,1.532404281,21,male
13,31,1,20,1,0.833977472,21,male
13,41,1,20,0,1.162247354,21,male
13,66,1,20,0,0.927800491,21,male
13,12,1,40,1,2.516123579,21,male
13,22,0,40,0,1.191913231,21,male
13,24,0,40,0,1.362234676,21,male
13,26,0,40,0,1.078262865,21,male
13,27,0,40,1,1.503989652,21,male
13,29,1,40,1,1.662545752,21,male
13,33,1,40,0,1.566453597,21,male
13,36,0,40,0,0.713748776,21,male
13,42,1,40,0,5.042367921,21,male
13,62,1,40,0,1.944519492,21,male
13,11,1,80,0,3.037841999,21,male
13,15,0,80,0,2.126081634,21,male
13,16,1,80,1,2.525634265,21,male
13,32,0,80,0,1.50009041,21,male
13,46,0,80,0,1.450053204,21,male
13,48,1,80,0,2.322590217,21,male
13,56,1,80,0,1.878608203,21,male
13,57,1,80,1,1.391637322,21,male
13,58,0,80,1,1.150123087,21,male
13,59,0,80,0,1.010576283,21,male
14,1,1,1,1,81.74763327,19,female
14,6,1,1,1,3.219859359,19,female
14,8,0,1,0,9.697399549,19,female
14,11,0,1,1,5.8104498,19,female
14,12,1,1,0,5.320068102,19,female
14,13,1,1,1,3.371665064,19,female
14,16,0,1,1,1.401893624,19,female
14,17,0,1,1,1.828225357,19,female
14,28,0,1,1,5.336438459,19,female
14,54,1,1,1,0.757777278,19,female
14,4,1,2,1,2.066004869,19,female
14,5,0,2,0,4.150310246,19,female
14,23,0,2,1,0.742012772,19,female
14,36,0,2,1,1.644260942,19,female
14,49,0,2,1,0.942223175,19,female
14,50,1,2,1,1.222495883,19,female
14,51,1,2,1,1.120280316,19,female
14,64,1,2,1,1.604433248,19,female
14,65,1,2,0,1.321883844,19,female
14,69,0,2,1,1.374612815,19,female
14,3,0,5,1,4.902598036,19,female
14,22,0,5,0,1.603601901,19,female
14,25,0,5,1,1.802320467,19,female
14,33,1,5,1,0.980488394,19,female
14,42,0,5,1,1.652277074,19,female
14,43,1,5,0,1.460466478,19,female
14,46,1,5,1,0.919616807,19,female
14,55,1,5,1,1.06439953,19,female
14,60,1,5,1,0.844629222,19,female
14,68,0,5,1,0.846279842,19,female
14,2,1,10,1,5.140091678,19,female
14,20,0,10,1,1.730125472,19,female
14,26,0,10,1,0.879998008,19,female
14,32,0,10,1,1.751635451,19,female
14,34,1,10,1,1.897978534,19,female
14,38,1,10,1,2.096830828,19,female
14,41,1,10,1,2.016560535,19,female
14,48,0,10,1,1.955834449,19,female
14,53,0,10,1,0.966304474,19,female
14,66,1,10,0,3.206030739,19,female
14,18,0,20,0,3.093905415,19,female
14,21,1,20,1,1.712185094,19,female
14,24,0,20,0,0.868364881,19,female
14,37,0,20,1,2.95050797,19,female
14,39,1,20,0,2.018183081,19,female
14,45,1,20,1,1.371829281,19,female
14,56,0,20,0,1.023962363,19,female
14,58,0,20,1,1.664326779,19,female
14,59,1,20,1,1.874222951,19,female
14,63,1,20,1,1.138177526,19,female
14,7,0,40,1,5.866185689,19,female
14,10,1,40,1,3.194054388,19,female
14,14,1,40,0,4.650378317,19,female
14,15,1,40,1,2.521746192,19,female
14,30,0,40,0,1.680274822,19,female
14,47,0,40,0,1.031840239,19,female
14,57,0,40,1,0.885970486,19,female
14,61,0,40,0,1.475833725,19,female
14,62,1,40,1,1.166469295,19,female
14,70,1,40,0,1.097874691,19,female
14,9,1,80,1,1.197490865,19,female
14,19,1,80,1,1.933787747,19,female
14,27,1,80,1,1.764056757,19,female
14,29,0,80,1,1.352241906,19,female
14,31,0,80,1,3.040029342,19,female
14,35,1,80,0,2.080003441,19,female
14,40,0,80,1,1.077851719,19,female
14,44,1,80,1,1.436017804,19,female
14,52,0,80,0,2.008183971,19,female
14,67,0,80,1,1.152610186,19,female
15,6,1,1,1,1.795604485,20,male
15,16,0,1,1,0.957657436,20,male
15,24,0,1,1,0.823778223,20,male
15,39,0,1,1,0.970508,20,male
15,42,0,1,0,0.85921825,20,male
15,43,1,1,1,0.798497598,20,male
15,53,0,1,1,0.935974486,20,male
15,57,1,1,1,0.820028708,20,male
15,67,1,1,0,2.78224497,20,male
15,70,1,1,1,0.556503994,20,male
15,10,0,2,1,0.855811658,20,male
15,17,1,2,1,0.945571808,20,male
15,21,0,2,0,1.313902125,20,male
15,23,0,2,1,0.862119513,20,male
15,37,1,2,1,1.061807682,20,male
15,46,1,2,1,0.578004616,20,male
15,47,0,2,0,0.940155372,20,male
15,48,1,2,1,0.608381393,20,male
15,55,1,2,1,0.954129493,20,male
15,64,0,2,1,0.834026676,20,male
15,15,0,5,1,1.280597821,20,male
15,20,0,5,1,0.872466677,20,male
15,31,1,5,1,1.256438338,20,male
15,40,0,5,1,1.107084715,20,male
15,41,1,5,0,0.868380276,20,male
15,44,0,5,0,1.480615934,20,male
15,45,0,5,0,0.751916491,20,male
15,50,1,5,1,1.44536216,20,male
15,51,1,5,1,1.623588951,20,male
15,65,1,5,1,0.726397993,20,male
15,1,0,10,0,41.23759899,20,male
15,4,0,10,1,1.074448146,20,male
15,8,0,10,1,1.281950195,20,male
15,14,1,10,1,1.427048974,20,male
15,38,1,10,1,1.111927298,20,male
15,49,0,10,1,0.69255908,20,male
15,52,1,10,1,1.028045745,20,male
15,54,1,10,0,0.806519465,20,male
15,58,1,10,1,0.620108401,20,male
15,68,0,10,1,1.763738587,20,male
15,2,1,20,0,2.725228251,20,male
15,3,0,20,1,5.882620948,20,male
15,5,0,20,0,0.596171697,20,male
15,13,0,20,1,1.119831134,20,male
15,32,1,20,0,0.933976113,20,male
15,59,0,20,1,0.71432444,20,male
15,60,1,20,0,0.592390788,20,male
15,62,1,20,1,2.08991199,20,male
15,66,0,20,1,0.884498573,20,male
15,69,1,20,1,11.28667324,20,male
15,7,0,40,1,1.184268096,20,male
15,9,1,40,0,1.340373925,20,male
15,11,1,40,1,2.817896909,20,male
15,18,0,40,0,1.026069409,20,male
15,19,1,40,1,0.938390948,20,male
15,25,0,40,0,0.956224766,20,male
15,26,0,40,1,1.447073153,20,male
15,30,1,40,1,0.968300734,20,male
15,33,1,40,0,1.377726594,20,male
15,61,0,40,1,1.274512142,20,male
15,12,0,80,0,2.639760376,20,male
15,22,0,80,1,1.20177348,20,male
15,27,1,80,1,1.430450736,20,male
15,28,0,80,1,2.740474448,20,male
15,29,1,80,1,1.752180324,20,male
15,34,1,80,1,1.522232804,20,male
15,35,1,80,1,1.660171854,20,male
15,36,1,80,1,1.389680004,20,male
15,56,0,80,1,1.02997982,20,male
15,63,0,80,1,1.642712957,20,male
16,5,0,1,0,2.987913466,18,female
16,9,0,1,1,2.679591088,18,female
16,22,1,1,0,2.293855003,18,female
16,32,1,1,0,0.854185188,18,female
16,42,0,1,0,1.572528712,18,female
16,44,1,1,1,1.534130066,18,female
16,48,0,1,1,0.956374191,18,female
16,49,0,1,0,1.733679376,18,female
16,53,1,1,0,1.161848284,18,female
16,68,1,1,0,1.690074999,18,female
16,2,1,2,0,2.874110656,18,female
16,14,1,2,0,3.430438057,18,female
16,17,1,2,0,1.391952776,18,female
16,21,0,2,0,1.175723995,18,female
16,24,0,2,0,1.538269898,18,female
16,26,0,2,0,1.786224509,18,female
16,37,0,2,0,1.26656544,18,female
16,38,1,2,0,1.778487002,18,female
16,55,1,2,1,1.084001395,18,female
16,62,0,2,1,1.175773502,18,female
16,10,1,5,0,2.837565487,18,female
16,12,0,5,0,2.462341387,18,female
16,20,0,5,0,1.92972459,18,female
16,25,0,5,1,1.677889453,18,female
16,27,1,5,0,1.417574513,18,female
16,29,1,5,1,1.141740486,18,female
16,34,0,5,0,1.403690349,18,female
16,40,0,5,1,0.983750391,18,female
16,58,1,5,0,1.237816944,18,female
16,65,1,5,1,1.437942823,18,female
16,3,0,10,0,1.408735184,18,female
16,13,1,10,1,3.361806022,18,female
16,15,1,10,0,1.317853289,18,female
16,31,1,10,0,1.372249785,18,female
16,33,0,10,0,1.147896199,18,female
16,50,0,10,1,1.941596193,18,female
16,60,1,10,0,0.993735614,18,female
16,66,1,10,1,1.092343847,18,female
16,67,0,10,1,1.666575703,18,female
16,70,0,10,1,0.693071049,18,female
16,4,0,20,0,2.773950816,18,female
16,16,1,20,0,1.443832288,18,female
16,19,0,20,0,1.850330018,18,female
16,30,0,20,1,2.540285779,18,female
16,36,1,20,1,1.872016591,18,female
16,39,1,20,0,0.983585268,18,female
16,54,0,20,1,1.449946946,18,female
16,57,1,20,1,1.304320199,18,female
16,61,1,20,0,1.276584473,18,female
16,69,0,20,1,1.392153217,18,female
16,8,1,40,0,3.458129408,18,female
16,11,1,40,0,3.14992174,18,female
16,23,0,40,0,2.194230377,18,female
16,35,0,40,0,2.233756805,18,female
16,41,1,40,1,1.460363843,18,female
16,43,0,40,0,1.620136173,18,female
16,46,1,40,0,1.548555481,18,female
16,47,0,40,1,1.314013213,18,female
16,52,1,40,0,2.476104803,18,female
16,63,0,40,1,1.277700784,18,female
16,1,1,80,0,49.78074196,18,female
16,6,1,80,0,2.85357511,18,female
16,7,1,80,0,3.43754345,18,female
16,18,1,80,0,2.576737369,18,female
16,28,0,80,1,1.789255274,18,female
16,45,0,80,1,1.486524718,18,female
16,51,0,80,1,1.436438308,18,female
16,56,0,80,1,1.192289058,18,female
16,59,0,80,0,1.895714215,18,female
16,64,1,80,1,1.570033462,18,female
17,3,0,1,0,1.486273865,19,female
17,13,0,1,0,2.408306228,19,female
17,23,1,1,0,1.592152009,19,female
17,26,1,1,0,2.090514219,19,female
17,27,1,1,0,1.173892858,19,female
17,40,1,1,0,1.530065702,19,female
17,49,1,1,0,1.558253325,19,female
17,58,0,1,0,1.06590646,19,female
17,59,0,1,0,1.548497522,19,female
17,60,0,1,0,1.684124557,19,female
17,7,0,2,0,2.580019289,19,female
17,18,0,2,0,1.405819431,19,female
17,21,1,2,0,1.474099789,19,female
17,28,1,2,1,1.308307888,19,female
17,48,0,2,0,1.351619452,19,female
17,51,0,2,0,1.258250156,19,female
17,56,1,2,0,1.509708259,19,female
17,57,1,2,1,1.212160794,19,female
17,61,0,2,0,1.734075428,19,female
17,62,1,2,0,1.210316978,19,female
17,2,1,5,1,3.47638705,19,female
17,10,0,5,0,2.842507988,19,female
17,12,1,5,0,1.66768145,19,female
17,16,1,5,0,0.836099007,19,female
17,24,0,5,0,1.984287114,19,female
17,25,1,5,0,1.726305319,19,female
17,32,0,5,0,1.944157853,19,female
17,35,0,5,0,1.266419335,19,female
17,36,0,5,0,1.87043691,19,female
17,66,1,5,0,1.667904531,19,female
17,19,0,10,0,1.264090718,19,female
17,20,0,10,0,1.64158759,19,female
17,29,0,10,0,1.83799082,19,female
17,34,1,10,1,3.104343744,19,female
17,37,0,10,1,1.268400804,19,female
17,38,1,10,0,1.66023102,19,female
17,41,0,10,0,1.530066607,19,female
17,43,1,10,0,2.152326127,19,female
17,64,1,10,0,1.866657208,19,female
17,70,1,10,1,1.511827983,19,female
17,1,1,20,0,45.35180933,19,female
17,6,0,20,0,3.295947559,19,female
17,9,0,20,0,1.21548739,19,female
17,15,1,20,1,1.366020114,19,female
17,33,1,20,1,1.574135258,19,female
17,42,1,20,0,1.8298796,19,female
17,46,1,20,0,2.436256281,19,female
17,50,0,20,1,1.629751305,19,female
17,52,0,20,0,1.958657226,19,female
17,69,0,20,1,1.333833329,19,female
17,8,0,40,1,4.076574511,19,female
17,11,1,40,1,1.575455634,19,female
17,17,1,40,1,2.453611938,19,female
17,22,0,40,1,2.125885721,19,female
17,30,1,40,0,2.010457045,19,female
17,39,1,40,1,1.498902857,19,female
17,47,0,40,1,1.201661487,19,female
17,55,0,40,0,1.491957455,19,female
17,63,1,40,0,2.114195542,19,female
17,68,0,40,0,1.857945268,19,female
17,4,0,80,1,2.066546422,19,female
17,5,1,80,0,1.898303647,19,female
17,14,1,80,0,2.041801917,19,female
17,31,1,80,0,2.274262798,19,female
17,44,0,80,1,1.799975549,19,female
17,45,1,80,0,2.761668068,19,female
17,53,0,80,1,2.574506859,19,female
17,54,1,80,1,2.058627492,19,female
17,65,0,80,0,2.294244414,19,female
17,67,0,80,1,1.495827415,19,female
18,7,1,1,1,7.34042313,23,male
18,10,1,1,1,1.609886512,23,male
18,15,0,1,1,2.731709982,23,male
18,36,0,1,1,1.326332186,23,male
18,37,1,1,1,1.868250473,23,male
18,40,0,1,1,1.900584267,23,male
18,49,1,1,1,1.204497245,23,male
18,56,1,1,1,1.066576307,23,male
18,60,0,1,1,3.928205585,23,male
18,67,0,1,1,1.144031974,23,male
18,12,1,2,1,1.445928164,23,male
18,23,1,2,1,1.983609116,23,male
18,24,0,2,1,1.309751426,23,male
18,25,0,2,1,1.304007462,23,male
18,32,0,2,1,1.318227606,23,male
18,39,0,2,1,1.262640237,23,male
18,51,0,2,1,2.228407384,23,male
18,53,1,2,1,3.002211794,23,male
18,61,1,2,1,1.686056519,23,male
18,63,1,2,1,1.356513352,23,male
18,2,1,5,1,8.732030869,23,male
18,5,0,5,1,2.54361781,23,male
18,11,0,5,1,3.037936786,23,male
18,18,0,5,1,1.63808289,23,male
18,22,1,5,1,1.298102602,23,male
18,28,1,5,1,1.505805394,23,male
18,42,0,5,1,2.101009903,23,male
18,44,1,5,1,1.391662378,23,male
18,68,0,5,1,2.260669636,23,male
18,70,1,5,1,1.142286869,23,male
18,3,0,10,0,2.477317411,23,male
18,9,1,10,1,2.243839532,23,male
18,19,0,10,1,1.840373774,23,male
18,20,0,10,1,1.3558266,23,male
18,46,1,10,1,2.465624816,23,male
18,50,0,10,1,1.224263326,23,male
18,52,0,10,1,2.005796187,23,male
18,54,1,10,1,1.349727941,23,male
18,57,1,10,1,2.320468078,23,male
18,62,1,10,1,1.782564951,23,male
18,14,0,20,0,3.001682014,23,male
18,16,1,20,1,1.715995587,23,male
18,17,0,20,1,3.854474982,23,male
18,21,1,20,1,2.781699794,23,male
18,30,0,20,1,1.485540021,23,male
18,35,1,20,1,1.927932393,23,male
18,41,1,20,1,2.692626698,23,male
18,47,0,20,1,1.520228092,23,male
18,65,1,20,1,1.244106687,23,male
18,69,0,20,1,2.26073484,23,male
18,4,1,40,1,2.143801346,23,male
18,8,0,40,0,6.921741965,23,male
18,34,0,40,0,1.588198129,23,male
18,43,0,40,0,2.096088532,23,male
18,45,1,40,0,4.082510765,23,male
18,48,0,40,0,1.505913765,23,male
18,55,0,40,0,1.916206895,23,male
18,58,1,40,0,5.130506732,23,male
18,59,1,40,0,2.821937426,23,male
18,66,1,40,0,1.956606026,23,male
18,1,0,80,1,42.35017561,23,male
18,6,1,80,0,3.955746303,23,male
18,13,1,80,0,3.384449821,23,male
18,26,0,80,0,1.334217306,23,male
18,27,1,80,0,1.479921031,23,male
18,29,0,80,0,2.650389788,23,male
18,31,0,80,0,1.600291605,23,male
18,33,0,80,0,1.599894346,23,male
18,38,1,80,0,3.089736604,23,male
18,64,1,80,0,1.606664061,23,male
19,4,1,1,1,1.376014091,18,female
19,12,0,1,0,2.13194695,18,female
19,18,0,1,0,1.577940619,18,female
19,20,1,1,0,1.248310213,18,female
19,23,1,1,0,1.118503816,18,female
19,31,1,1,0,1.134187421,18,female
19,32,1,1,0,1.552362653,18,female
19,45,0,1,0,1.039551785,18,female
19,55,0,1,0,1.371872448,18,female
19,65,0,1,0,1.330913954,18,female
19,8,1,2,0,1.733754843,18,female
19,10,0,2,0,1.269511983,18,female
19,11,1,2,0,1.752524455,18,female
19,34,1,2,0,0.857630419,18,female
19,36,0,2,0,1.698260178,18,female
19,39,0,2,0,1.326501534,18,female
19,46,0,2,0,1.046294935,18,female
19,58,1,2,0,1.102450724,18,female
19,67,0,2,0,1.201802158,18,female
19,69,1,2,0,1.644383802,18,female
19,25,0,5,0,1.620488454,18,female
19,28,1,5,0,1.078066348,18,female
19,29,0,5,0,0.920042141,18,female
19,33,1,5,0,0.865738923,18,female
19,41,0,5,0,1.052222737,18,female
19,44,0,5,0,1.08992165,18,female
19,53,1,5,0,1.513865297,18,female
19,54,1,5,0,1.337994895,18,female
19,64,1,5,0,1.566114599,18,female
19,68,0,5,0,2.132133806,18,female
19,1,1,10,0,39.31218751,18,female
19,2,0,10,0,2.92398455,18,female
19,9,1,10,0,1.435468101,18,female
19,16,1,10,0,2.181795487,18,female
19,26,0,10,0,1.064246784,18,female
19,30,0,10,0,0.840062245,18,female
19,35,0,10,0,0.92203025,18,female
19,38,0,10,0,1.113779264,18,female
19,40,1,10,0,1.048025852,18,female
19,62,1,10,0,1.858375733,18,female
19,6,0,20,0,1.749709225,18,female
19,7,1,20,0,1.363956537,18,female
19,13,0,20,0,1.511555697,18,female
19,15,1,20,0,2.36634583,18,female
19,27,1,20,0,1.229850016,18,female
19,42,0,20,0,1.247657572,18,female
19,43,1,20,0,0.983867214,18,female
19,51,0,20,0,1.812121852,18,female
19,52,1,20,0,1.278400517,18,female
19,70,0,20,1,1.139876143,18,female
19,14,1,40,0,1.903838114,18,female
19,19,1,40,0,0.945596863,18,female
19,21,0,40,0,0.873765318,18,female
19,47,1,40,0,2.292557268,18,female
19,49,0,40,0,2.011885187,18,female
19,50,0,40,0,1.806506787,18,female
19,60,1,40,0,1.666310059,18,female
19,61,0,40,0,1.534402352,18,female
19,63,1,40,1,1.577950279,18,female
19,66,0,40,0,2.006189221,18,female
19,3,0,80,0,2.070601731,18,female
19,5,1,80,0,1.621495791,18,female
19,17,1,80,0,1.814183014,18,female
19,22,0,80,0,0.964432282,18,female
19,24,0,80,0,1.391832028,18,female
19,37,0,80,0,1.242117068,18,female
19,48,1,80,0,1.836375519,18,female
19,56,1,80,0,1.466399412,18,female
19,57,1,80,0,2.280321008,18,female
19,59,0,80,0,1.636011465,18,female
20,3,1,1,0,1.195373857,19,female
20,6,0,1,1,0.77797141,19,female
20,23,0,1,1,1.234489441,19,female
20,28,0,1,1,1.745757457,19,female
20,32,1,1,1,1.414310705,19,female
20,41,1,1,1,1.364457036,19,female
20,51,0,1,1,1.41222328,19,female
20,54,1,1,1,0.886382236,19,female
20,57,0,1,1,1.402718331,19,female
20,67,1,1,1,2.102029013,19,female
20,18,1,2,1,1.305987723,19,female
20,21,1,2,1,1.232365189,19,female
20,27,0,2,1,1.334417144,19,female
20,29,1,2,1,1.148208634,19,female
20,33,1,2,1,1.459834063,19,female
20,36,0,2,1,1.116538951,19,female
20,44,0,2,1,1.177737763,19,female
20,55,1,2,1,1.010212229,19,female
20,63,0,2,1,1.27405964,19,female
20,68,0,2,1,1.474621117,19,female
20,8,0,5,1,1.178199082,19,female
20,12,1,5,1,1.055528505,19,female
20,16,0,5,1,1.44966651,19,female
20,20,0,5,1,1.400112597,19,female
20,34,1,5,1,1.260251547,19,female
20,42,0,5,1,1.691827953,19,female
20,43,1,5,1,1.5065655,19,female
20,45,1,5,1,1.222143904,19,female
20,59,1,5,1,1.134623622,19,female
20,69,0,5,1,1.046066722,19,female
20,9,0,10,0,4.886651503,19,female
20,10,0,10,0,2.425709279,19,female
20,19,1,10,1,1.128058877,19,female
20,25,1,10,1,1.436221868,19,female
20,35,1,10,1,1.817923775,19,female
20,47,1,10,1,1.610166949,19,female
20,49,0,10,1,1.413674969,19,female
20,50,0,10,1,1.607702188,19,female
20,61,0,10,1,1.359996921,19,female
20,62,1,10,1,1.172057192,19,female
20,1,1,20,0,50.50455626,19,female
20,2,0,20,1,1.339842334,19,female
20,4,0,20,0,3.228484663,19,female
20,14,1,20,0,1.980051891,19,female
20,30,0,20,0,1.433753183,19,female
20,39,1,20,0,1.368144064,19,female
20,48,1,20,0,1.341832254,19,female
20,56,0,20,1,3.124133674,19,female
20,65,0,20,0,1.550673696,19,female
20,70,1,20,0,2.055823733,19,female
20,7,1,40,0,1.68593396,19,female
20,11,1,40,0,1.178134419,19,female
20,17,0,40,0,1.433706956,19,female
20,22,1,40,0,1.044142005,19,female
20,24,1,40,0,1.386069348,19,female
20,31,1,40,0,1.754083609,19,female
20,37,0,40,0,2.097757868,19,female
20,40,0,40,0,0.812628087,19,female
20,58,0,40,0,1.546278483,19,female
20,66,0,40,0,1.144658956,19,female
20,5,1,80,0,1.758115673,19,female
20,13,0,80,0,1.288464226,19,female
20,15,0,80,0,1.316355716,19,female
20,26,1,80,0,0.83392555,19,female
20,38,0,80,0,1.414462847,19,female
20,46,1,80,0,0.876205023,19,female
20,52,0,80,0,0.866465219,19,female
20,53,1,80,0,1.630213769,19,female
20,60,1,80,0,1.412793209,19,female
20,64,0,80,0,2.457426017,19,female
21,8,0,1,0,1.344076952,17,female
21,9,0,1,0,1.579711685,17,female
21,10,1,1,0,0.830275652,17,female
21,11,0,1,0,2.250413032,17,female
21,18,1,1,0,1.1459259,17,female
21,33,1,1,0,1.814333345,17,female
21,36,1,1,0,1.386344351,17,female
21,38,1,1,0,1.502323335,17,female
21,44,0,1,0,0.778316144,17,female
21,61,0,1,0,1.525916814,17,female
21,4,1,2,0,3.2159251,17,female
21,5,0,2,0,3.206024098,17,female
21,6,1,2,0,2.072476639,17,female
21,17,0,2,0,2.417596851,17,female
21,25,0,2,0,0.924318719,17,female
21,41,1,2,0,1.288242353,17,female
21,48,0,2,0,1.721754342,17,female
21,66,1,2,0,1.252129761,17,female
21,67,1,2,0,1.41995475,17,female
21,69,0,2,0,2.026735634,17,female
21,13,1,5,0,1.967899852,17,female
21,14,1,5,1,2.055960781,17,female
21,21,1,5,0,2.237811208,17,female
21,28,0,5,0,1.213890805,17,female
21,30,0,5,0,2.270979671,17,female
21,34,1,5,0,1.474107034,17,female
21,35,0,5,0,0.83420176,17,female
21,40,1,5,0,1.550516422,17,female
21,45,0,5,0,1.483552214,17,female
21,56,0,5,0,1.401802762,17,female
21,2,1,10,1,6.617047147,17,female
21,19,0,10,1,2.97639988,17,female
21,24,1,10,0,2.028160154,17,female
21,42,0,10,1,3.336237716,17,female
21,47,1,10,0,0.936462608,17,female
21,49,0,10,1,1.129768663,17,female
21,50,1,10,1,1.209807423,17,female
21,57,0,10,0,1.53989667,17,female
21,58,1,10,1,1.381969967,17,female
21,64,0,10,0,1.55027855,17,female
21,1,0,20,1,49.20084463,17,female
21,12,1,20,1,1.48968106,17,female
21,16,1,20,1,2.294801966,17,female
21,20,0,20,1,1.59827512,17,female
21,22,1,20,1,1.856274423,17,female
21,29,0,20,1,1.831654288,17,female
21,43,0,20,1,1.010251774,17,female
21,52,1,20,1,1.276043825,17,female
21,55,0,20,1,1.539851088,17,female
21,60,1,20,1,1.872416869,17,female
21,3,1,40,1,6.975037847,17,female
21,7,1,40,1,2.401919585,17,female
21,15,0,40,1,1.252452459,17,female
21,23,0,40,1,1.08983924,17,female
21,27,1,40,1,1.416124334,17,female
21,37,1,40,1,1.676026015,17,female
21,46,1,40,1,1.038351554,17,female
21,51,0,40,1,1.121101097,17,female
21,62,0,40,1,1.273808183,17,female
21,68,0,40,1,1.21835092,17,female
21,26,0,80,1,2.112557299,17,female
21,31,0,80,1,1.909639131,17,female
