PID,trial_no,outcome,delay,choice,rt,age,gender
7,19,1,2,0,1.212200989,18,male
7,25,1,2,0,3.474026358,18,male
7,26,0,2,0,2.692207123,18,male
7,30,0,2,0,3.524521941,18,male
7,36,1,2,0,2.204121997,18,male
7,38,0,2,0,1.909933872,18,male
7,42,1,2,0,1.509753474,18,male
7,56,0,2,0,1.776251817,18,male
7,59,0,2,0,2.842137421,18,male
7,4,0,5,0,4.178263369,18,male
7,9,1,5,0,2.344600391,18,male
7,15,1,5,1,1.754571394,18,male
7,16,0,5,0,1.438218945,18,male
7,37,0,5,0,1.622875654,18,male
7,47,1,5,0,5.687104586,18,male
7,48,1,5,0,0.792057817,18,male
7,54,0,5,0,1.998455625,18,male
7,62,0,5,0,2.622824939,18,male
7,67,1,5,0,2.416156654,18,male
7,2,1,10,0,2.268411002,18,male
7,5,0,10,0,2.645951931,18,male
7,8,1,10,1,3.754613354,18,male
7,29,1,10,0,2.151928084,18,male
7,34,1,10,0,2.708487967,18,male
7,39,0,10,0,2.32205571,18,male
7,40,0,10,0,1.13492637,18,male
7,43,1,10,0,1.666127524,18,male
7,44,0,10,0,1.354371374,18,male
7,55,0,10,0,2.108432906,18,male
7,7,1,20,1,3.596474864,18,male
7,14,0,20,0,2.296329905,18,male
7,20,0,20,1,2.603889133,18,male
7,21,1,20,1,4.143957465,18,male
7,31,0,20,1,13.68542648,18,male
7,33,1,20,1,2.282005792,18,male
7,53,1,20,1,4.011013486,18,male
7,58,0,20,1,3.952714521,18,male
7,61,1,20,1,3.928207371,18,male
7,64,0,20,1,2.024968711,18,male
7,3,1,40,1,2.579426662,18,male
7,11,1,40,1,2.328593043,18,male
7,13,0,40,1,1.872004301,18,male
7,32,0,40,1,1.447276906,18,male
7,35,0,40,1,1.222121397,18,male
7,41,1,40,1,2.030622163,18,male
7,51,1,40,0,4.705141418,18,male
7,60,0,40,1,10.61722311,18,male
7,65,1,40,1,1.514554441,18,male
7,69,0,40,1,1.562238692,18,male
7,1,1,80,1,6.433903086,18,male
7,6,1,80,1,2.079798869,18,male
7,12,0,80,1,2.034343034,18,male
7,17,0,80,1,2.16800577,18,male
7,22,1,80,1,1.905990825,18,male
7,23,0,80,1,3.538687873,18,male
7,45,0,80,1,1.465917482,18,male
7,46,1,80,0,2.542802987,18,male
7,50,0,80,0,2.95254185,18,male
7,63,1,80,1,3.444997171,18,male
8,1,0,1,1,3.463724384,18,female
8,2,1,1,0,2.736096244,18,female
8,5,1,1,1,2.940442532,18,female
8,30,1,1,0,1.066377957,18,female
8,31,0,1,1,0.989944957,18,female
8,33,0,1,0,1.44861299,18,female
8,55,0,1,0,1.917196602,18,female
8,57,0,1,0,1.004618939,18,female
8,62,1,1,0,2.253224744,18,female
8,68,1,1,0,2.170532435,18,female
8,4,0,2,1,2.043033919,18,female
8,27,0,2,1,1.753693853,18,female
8,28,0,2,0,1.064350285,18,female
8,46,1,2,0,1.851843802,18,female
8,50,1,2,0,1.564137465,18,female
8,53,1,2,0,1.163739417,18,female
8,54,0,2,1,0.726443294,18,female
8,58,1,2,0,1.5059514,18,female
8,59,1,2,0,1.324546755,18,female
8,61,0,2,0,1.202419441,18,female
8,7,1,5,0,2.237516248,18,female
8,10,0,5,1,1.595747957,18,female
8,19,1,5,1,1.214114553,18,female
8,23,0,5,1,1.459821183,18,female
8,29,1,5,0,0.881888485,18,female
8,34,0,5,0,0.868413839,18,female
8,35,0,5,0,1.105860657,18,female
8,45,1,5,0,1.002627491,18,female
8,47,0,5,0,1.280727064,18,female
8,56,1,5,0,1.472101624,18,female
8,3,0,10,0,1.671983834,18,female
8,14,1,10,1,0.992282047,18,female
8,16,1,10,1,1.374304865,18,female
8,36,0,10,0,1.650224623,18,female
8,37,1,10,0,1.514357016,18,female
8,39,1,10,0,0.895799637,18,female
8,43,0,10,0,1.798428215,18,female
8,44,0,10,0,0.842492119,18,female
8,69,1,10,0,1.120557883,18,female
8,70,0,10,0,2.120273218,18,female
8,15,1,20,0,0.556127904,18,female
8,17,1,20,1,1.207914411,18,female
8,21,1,20,1,1.591679632,18,female
8,22,0,20,0,0.855832432,18,female
8,24,0,20,1,1.136378675,18,female
8,25,1,20,1,1.02364923,18,female
8,49,1,20,1,1.327972394,18,female
8,52,0,20,1,1.810563456,18,female
8,60,0,20,1,1.465854994,18,female
8,67,0,20,1,2.935993849,18,female
8,11,1,40,0,1.316508818,18,female
8,13,0,40,1,1.319685716,18,female
8,20,0,40,1,1.80430475,18,female
8,26,0,40,0,1.18857289,18,female
8,32,1,40,1,1.88044735,18,female
8,38,1,40,1,1.426193283,18,female
8,40,0,40,1,1.466413759,18,female
8,42,1,40,1,0.950481274,18,female
8,51,0,40,1,1.453989023,18,female
8,66,1,40,1,2.076130223,18,female
8,6,1,80,1,1.583830667,18,female
8,8,1,80,1,1.054716956,18,female
8,9,1,80,0,2.521561787,18,female
8,12,0,80,1,0.803569089,18,female
8,18,0,80,1,1.572420522,18,female
8,41,1,80,1,1.180723321,18,female
8,48,0,80,1,1.098316884,18,female
8,63,0,80,1,1.362506211,18,female
8,64,0,80,1,1.33180375,18,female
8,65,1,80,1,1.272264394,18,female
9,2,0,1,0,14.67666979,18,male
9,23,1,1,1,1.520290304,18,male
9,25,0,1,1,1.582000721,18,male
9,40,1,1,0,1.53043772,18,male
9,41,0,1,0,1.612538964,18,male
9,42,1,1,0,0.911672351,18,male
9,47,1,1,0,4.75854161,18,male
9,56,1,1,1,0.904290683,18,male
9,60,0,1,1,0.998557355,18,male
9,61,0,1,0,0.980092771,18,male
9,12,0,2,0,2.293756751,18,male
9,13,0,2,1,0.972303879,18,male
9,14,0,2,0,1.566241812,18,male
9,20,1,2,0,0.950102727,18,male
9,22,1,2,1,1.651765376,18,male
9,32,1,2,1,1.194228153,18,male
9,45,1,2,0,0.920102117,18,male
9,51,1,2,1,1.330127758,18,male
9,55,0,2,1,1.390017285,18,male
9,57,0,2,1,0.655690613,18,male
9,15,1,5,0,1.651877672,18,male
9,21,1,5,0,1.037959154,18,male
9,27,0,5,1,1.679625716,18,male
9,28,0,5,1,0.800298913,18,male
9,31,0,5,1,1.442484995,18,male
9,34,1,5,0,0.904369773,18,male
9,36,0,5,1,0.939970103,18,male
9,38,0,5,1,0.913800244,18,male
9,58,1,5,0,0.885986393,18,male
9,62,1,5,1,1.356655032,18,male
9,1,1,10,1,5.986895147,18,male
9,5,1,10,0,1.937920092,18,male
9,8,0,10,1,1.736322346,18,male
9,17,0,10,1,1.40009346,18,male
9,30,0,10,0,0.936002905,18,male
9,35,1,10,0,1.080251676,18,male
9,37,1,10,1,1.110289417,18,male
9,43,0,10,0,0.869821769,18,male
9,48,1,10,1,1.710511413,18,male
9,59,0,10,1,1.328704735,18,male
9,19,0,20,1,1.15449822,18,male
9,29,1,20,1,0.585596314,18,male
9,39,0,20,1,1.336461629,18,male
9,46,1,20,0,0.916232123,18,male
9,52,0,20,0,1.067769283,18,male
9,54,1,20,1,1.491915877,18,male
9,64,0,20,1,1.039898982,18,male
9,67,1,20,1,1.181940165,18,male
9,68,1,20,1,1.154714058,18,male
9,69,0,20,1,1.184817304,18,male
9,3,1,40,1,3.61136257,18,male
9,6,1,40,1,1.927967987,18,male
9,9,0,40,1,1.435758993,18,male
9,10,0,40,0,1.268439982,18,male
9,24,1,40,1,1.315919866,18,male
9,33,1,40,1,0.94561299,18,male
9,50,0,40,1,1.116010488,18,male
9,63,0,40,1,1.540347563,18,male
9,65,1,40,1,0.987840006,18,male
9,70,0,40,1,0.846091939,18,male
9,4,0,80,0,39.72585132,18,male
9,7,1,80,0,1.777784117,18,male
9,11,0,80,1,1.051965698,18,male
9,16,0,80,1,2.55841579,18,male
9,18,0,80,1,1.605534032,18,male
9,26,1,80,1,1.02005907,18,male
9,44,1,80,1,1.513918095,18,male
9,49,1,80,1,1.874205247,18,male
9,53,1,80,0,1.08202487,18,male
9,66,0,80,1,1.454945654,18,male
11,5,0,1,0,2.077597017,25,male
11,10,0,1,1,0.812226768,25,male
11,12,1,1,1,1.923805177,25,male
11,20,0,1,0,0.833749916,25,male
11,34,0,1,1,0.946617316,25,male
11,43,1,1,1,0.916469092,25,male
11,45,1,1,1,1.183470957,25,male
11,50,1,1,1,1.000216744,25,male
11,52,1,1,1,1.555347868,25,male
11,70,0,1,1,1.714529023,25,male
11,2,1,2,0,2.915413145,25,male
11,6,0,2,1,2.421577665,25,male
11,9,0,2,0,0.906078065,25,male
11,25,1,2,1,1.650454045,25,male
11,28,0,2,1,0.908672954,25,male
11,48,0,2,1,1.002388107,25,male
11,54,1,2,1,1.186545821,25,male
11,57,0,2,1,1.126673199,25,male
11,61,1,2,1,0.772262281,25,male
11,66,1,2,1,1.170492286,25,male
11,15,0,5,0,1.982868179,25,male
11,16,1,5,0,1.178688706,25,male
11,33,1,5,1,1.144551549,25,male
11,36,1,5,1,1.46621724,25,male
11,37,0,5,1,1.125458467,25,male
11,55,1,5,1,0.960444548,25,male
11,56,1,5,1,1.211463214,25,male
11,64,0,5,1,0.920464665,25,male
11,68,0,5,1,1.198412698,25,male
11,69,0,5,1,1.138230658,25,male
11,7,0,10,1,2.329869054,25,male
11,8,1,10,0,1.385722859,25,male
11,11,1,10,1,1.068059684,25,male
11,18,0,10,1,1.480306799,25,male
11,19,1,10,1,0.695761662,25,male
11,21,1,10,1,1.588358742,25,male
11,22,0,10,1,0.810203927,25,male
11,29,1,10,1,0.894094062,25,male
11,38,0,10,1,1.732326773,25,male
11,41,0,10,1,1.048447685,25,male
11,23,1,20,1,1.308102597,25,male
11,27,1,20,1,1.106482211,25,male
11,31,0,20,1,1.982120443,25,male
11,42,1,20,1,1.346418866,25,male
11,44,0,20,1,0.920226187,25,male
11,47,1,20,1,0.940061268,25,male
11,58,0,20,1,1.12030733,25,male
11,59,0,20,1,1.22592498,25,male
11,63,1,20,1,1.118763256,25,male
11,67,0,20,1,0.927984892,25,male
11,13,1,40,1,1.354205646,25,male
11,14,1,40,1,0.850364631,25,male
11,26,0,40,1,2.756059319,25,male
11,30,0,40,1,1.557695222,25,male
11,35,0,40,1,0.903975831,25,male
11,39,1,40,1,1.152055474,25,male
11,53,0,40,1,1.020551423,25,male
11,60,0,40,1,1.358065377,25,male
11,62,1,40,1,1.402535299,25,male
11,65,1,40,1,1.177100257,25,male
11,1,1,80,0,8.423264223,25,male
11,3,1,80,1,3.748797494,25,male
11,4,1,80,0,6.310426406,25,male
11,17,0,80,1,1.518265047,25,male
