PID,trial_no,trial_type,choice,delay,age,gender
20359,25,win,1,20,19,male
20359,38,win,0,20,19,male
20359,42,win,0,20,19,male
20359,49,win,1,20,19,male
20359,50,win,1,20,19,male
20359,51,win,1,20,19,male
20359,52,win,1,20,19,male
20359,57,win,1,20,19,male
20359,60,win,0,20,19,male
20359,9,win,0,40,19,male
20359,11,win,0,40,19,male
20359,22,win,1,40,19,male
20359,23,win,1,40,19,male
20359,64,win,1,40,19,male
20359,15,win,1,80,19,male
20359,27,win,1,80,19,male
20359,47,win,0,80,19,male
20359,59,win,1,80,19,male
20359,66,win,1,80,19,male
21397,67,win,1,10,21,male
21397,68,win,1,20,21,male
21397,69,win,1,10,21,male
21397,70,win,1,5,21,male
21397,71,win,1,5,21,male
21397,72,win,0,2,21,male
21397,73,win,0,10,21,male
21397,74,win,1,1,21,male
21397,75,win,1,10,21,male
21397,76,win,1,5,21,male
21397,77,win,1,20,21,male
21397,78,win,0,10,21,male
21397,79,win,1,1,21,male
21397,80,win,1,5,21,male
21397,81,win,0,5,21,male
21397,82,win,0,1,21,male
21397,83,win,1,10,21,male
21397,84,win,1,80,21,male
21397,85,win,1,5,21,male
21397,86,win,0,80,21,male
21397,87,win,1,1,21,male
21397,88,win,1,1,21,male
21397,89,win,1,40,21,male
21397,90,win,1,20,21,male
21397,91,win,0,5,21,male
21397,92,win,1,2,21,male
21397,93,win,1,20,21,male
21397,94,win,1,10,21,male
21397,95,win,0,2,21,male
21397,96,win,0,20,21,male
21397,97,win,1,40,21,male
21397,98,win,0,10,21,male
21397,99,win,1,1,21,male
21397,100,win,1,2,21,male
21397,101,win,1,1,21,male
21397,102,win,1,2,21,male
21397,103,win,1,40,21,male
21397,104,win,1,10,21,male
21397,105,win,0,1,21,male
21397,106,win,0,5,21,male
21397,107,win,0,1,21,male
21397,108,win,0,1,21,male
21397,109,win,1,80,21,male
21397,110,win,1,40,21,male
21397,111,win,0,40,21,male
21397,112,win,0,2,21,male
21397,113,win,0,20,21,male
21397,114,win,0,20,21,male
21397,115,win,1,20,21,male
21397,116,win,1,2,21,male
21397,117,win,1,2,21,male
21397,118,win,0,5,21,male
21397,119,win,1,10,21,male
21397,120,win,1,80,21,male
21397,121,win,1,2,21,male
21397,122,win,1,80,21,male
21397,123,win,1,5,21,male
21397,124,win,1,2,21,male
21397,125,win,0,20,21,male
21397,126,win,1,20,21,male
24411,68,win,0,1,18,male
24411,83,win,1,1,18,male
24411,88,win,1,1,18,male
24411,103,win,1,1,18,male
24411,105,win,0,1,18,male
24411,110,win,0,1,18,male
24411,115,win,0,1,18,male
24411,119,win,1,1,18,male
24411,120,win,1,1,18,male
24411,121,win,0,1,18,male
24411,70,win,1,2,18,male
24411,74,win,1,2,18,male
24411,80,win,1,2,18,male
24411,84,win,1,2,18,male
24411,95,win,1,2,18,male
24411,99,win,0,2,18,male
24411,112,win,1,2,18,male
24411,113,win,1,2,18,male
24411,118,win,1,2,18,male
24411,126,win,1,2,18,male
24411,67,win,1,5,18,male
24411,79,win,1,5,18,male
24411,86,win,0,5,18,male
24411,92,win,1,5,18,male
24411,96,win,0,5,18,male
24411,98,win,1,5,18,male
24411,106,win,0,5,18,male
24411,107,win,1,5,18,male
24411,116,win,1,5,18,male
24411,123,win,0,5,18,male
24411,72,win,1,10,18,male
24411,73,win,0,10,18,male
24411,76,win,0,10,18,male
24411,77,win,1,10,18,male
24411,78,win,1,10,18,male
24411,87,win,1,10,18,male
24411,97,win,0,10,18,male
24411,102,win,0,10,18,male
24411,114,win,1,10,18,male
24411,125,win,1,10,18,male
24411,69,win,1,20,18,male
24411,71,win,1,20,18,male
24411,81,win,0,20,18,male
24411,85,win,1,20,18,male
24411,93,win,1,20,18,male
24411,94,win,0,20,18,male
24411,100,win,1,20,18,male
24411,109,win,0,20,18,male
24411,111,win,1,20,18,male
24411,122,win,1,20,18,male
24411,82,win,1,40,18,male
24411,90,win,1,40,18,male
24411,91,win,0,40,18,male
24411,104,win,1,40,18,male
24411,108,win,1,40,18,male
24411,75,win,1,80,18,male
24411,89,win,1,80,18,male
24411,101,win,1,80,18,male
24411,117,win,1,80,18,male
24411,124,win,1,80,18,male
26116,7,win,0,20,21,male
26116,8,win,0,80,21,male
26116,9,win,0,2,21,male
26116,10,win,1,2,21,male
26116,11,win,0,2,21,male
26116,12,win,1,1,21,male
26116,13,win,0,10,21,male
26116,14,win,0,20,21,male
26116,15,win,0,20,21,male
26116,16,win,1,40,21,male
26116,17,win,0,5,21,male
26116,18,win,0,10,21,male
26116,19,win,0,80,21,male
26116,20,win,0,5,21,male
26116,21,win,0,5,21,male
26116,22,win,0,5,21,male
26116,23,win,0,5,21,male
26116,24,win,0,2,21,male
26116,25,win,0,10,21,male
26116,26,win,0,40,21,male
26116,27,win,0,20,21,male
26116,28,win,0,2,21,male
26116,29,win,0,40,21,male
26116,30,win,0,5,21,male
26116,31,win,0,1,21,male
26116,32,win,0,2,21,male
26116,33,win,0,20,21,male
26116,34,win,0,20,21,male
26116,35,win,0,2,21,male
26116,36,win,0,1,21,male
26116,37,win,0,80,21,male
26116,38,win,0,2,21,male
26116,39,win,0,1,21,male
26116,40,win,0,10,21,male
26116,41,win,0,40,21,male
26116,42,win,0,5,21,male
26116,43,win,0,1,21,male
26116,44,win,0,80,21,male
26116,45,win,0,20,21,male
26116,46,win,0,10,21,male
26116,47,win,0,2,21,male
26116,48,win,0,1,21,male
26116,49,win,0,10,21,male
26116,50,win,0,20,21,male
26116,51,win,0,1,21,male
26116,52,win,0,10,21,male
26116,53,win,0,2,21,male
26116,54,win,0,1,21,male
26116,55,win,0,1,21,male
26116,56,win,0,5,21,male
26116,57,win,0,80,21,male
26116,58,win,0,40,21,male
26116,59,win,0,1,21,male
26116,60,win,0,20,21,male
26116,61,win,0,10,21,male
26116,62,win,0,5,21,male
26116,63,win,0,10,21,male
26116,64,win,0,10,21,male
26116,65,win,0,20,21,male
26116,66,win,0,5,21,male
29744,7,win,1,5,18,male
29744,8,win,0,20,18,male
29744,9,win,0,1,18,male
29744,10,win,1,5,18,male
29744,11,win,1,80,18,male
29744,12,win,1,20,18,male
29744,13,win,0,5,18,male
29744,14,win,1,2,18,male
29744,15,win,0,5,18,male
29744,16,win,1,10,18,male
29744,17,win,1,20,18,male
29744,18,win,1,10,18,male
29744,19,win,0,80,18,male
29744,20,win,1,2,18,male
29744,21,win,1,1,18,male
29744,22,win,1,5,18,male
29744,23,win,1,2,18,male
29744,24,win,1,1,18,male
29744,25,win,0,80,18,male
29744,26,win,1,20,18,male
29744,27,win,0,40,18,male
29744,28,win,1,20,18,male
29744,29,win,0,80,18,male
29744,30,win,1,20,18,male
29744,31,win,0,80,18,male
29744,32,win,1,5,18,male
29744,33,win,0,2,18,male
29744,34,win,1,10,18,male
29744,35,win,1,1,18,male
29744,36,win,1,5,18,male
29744,37,win,1,1,18,male
29744,38,win,1,1,18,male
29744,39,win,1,10,18,male
29744,40,win,1,1,18,male
29744,41,win,1,10,18,male
29744,42,win,1,10,18,male
29744,43,win,0,10,18,male
29744,44,win,1,2,18,male
29744,45,win,1,5,18,male
29744,46,win,0,20,18,male
29744,47,win,0,20,18,male
29744,48,win,1,2,18,male
29744,49,win,1,10,18,male
29744,50,win,1,2,18,male
29744,51,win,1,2,18,male
29744,52,win,0,10,18,male
29744,53,win,1,1,18,male
29744,54,win,1,10,18,male
29744,55,win,1,5,18,male
29744,56,win,0,20,18,male
29744,57,win,1,1,18,male
29744,58,win,1,5,18,male
29744,59,win,1,2,18,male
29744,60,win,0,40,18,male
29744,61,win,1,2,18,male
29744,62,win,1,40,18,male
29744,63,win,1,40,18,male
29744,64,win,1,40,18,male
29744,65,win,1,20,18,male
29744,66,win,1,1,18,male
29854,7,win,0,5,19,female
29854,8,win,1,5,19,female
29854,9,win,1,20,19,female
29854,10,win,1,10,19,female
29854,11,win,1,10,19,female
29854,12,win,1,10,19,female
29854,13,win,1,10,19,female
29854,14,win,1,2,19,female
29854,15,win,1,40,19,female
29854,16,win,1,5,19,female
29854,17,win,1,5,19,female
29854,18,win,1,5,19,female
29854,19,win,1,5,19,female
29854,20,win,1,2,19,female
29854,21,win,1,10,19,female
29854,22,win,1,5,19,female
29854,23,win,1,1,19,female
29854,24,win,1,40,19,female
29854,25,win,1,2,19,female
29854,26,win,1,40,19,female
29854,27,win,1,20,19,female
29854,28,win,1,2,19,female
29854,29,win,1,2,19,female
29854,30,win,1,20,19,female
29854,31,win,1,5,19,female
29854,32,win,1,80,19,female
29854,33,win,1,20,19,female
29854,34,win,1,20,19,female
29854,35,win,1,2,19,female
29854,36,win,1,2,19,female
29854,37,win,1,20,19,female
29854,38,win,1,20,19,female
29854,39,win,1,20,19,female
29854,40,win,1,10,19,female
29854,41,win,1,1,19,female
29854,42,win,1,10,19,female
29854,43,win,1,80,19,female
29854,44,win,1,1,19,female
29854,45,win,1,2,19,female
29854,46,win,1,1,19,female
29854,47,win,1,40,19,female
29854,48,win,1,20,19,female
29854,49,win,1,1,19,female
29854,50,win,1,80,19,female
29854,51,win,1,1,19,female
29854,52,win,1,10,19,female
29854,53,win,1,20,19,female
29854,54,win,0,40,19,female
29854,55,win,0,2,19,female
29854,56,win,0,1,19,female
29854,57,win,0,10,19,female
29854,58,win,0,1,19,female
29854,59,win,0,5,19,female
29854,60,win,0,5,19,female
29854,61,win,1,80,19,female
29854,62,win,0,1,19,female
29854,63,win,0,2,19,female
29854,64,win,0,1,19,female
29854,65,win,1,80,19,female
29854,66,win,0,10,19,female
32149,67,win,1,10,18,female
32149,68,win,1,80,18,female
32149,69,win,1,20,18,female
32149,70,win,1,1,18,female
32149,71,win,1,2,18,female
32149,72,win,1,20,18,female
32149,73,win,1,20,18,female
32149,74,win,1,5,18,female
32149,75,win,1,2,18,female
32149,76,win,1,1,18,female
32149,77,win,1,5,18,female
32149,78,win,1,80,18,female
32149,79,win,1,80,18,female
32149,80,win,1,1,18,female
32149,81,win,1,1,18,female
32149,82,win,1,2,18,female
32149,83,win,1,5,18,female
32149,84,win,1,2,18,female
32149,85,win,1,1,18,female
32149,86,win,1,5,18,female
32149,87,win,1,5,18,female
32149,88,win,1,10,18,female
32149,89,win,1,10,18,female
32149,90,win,1,5,18,female
32149,91,win,1,20,18,female
32149,92,win,1,40,18,female
32149,93,win,1,10,18,female
32149,94,win,1,80,18,female
32149,95,win,1,40,18,female
32149,96,win,0,1,18,female
32149,97,win,1,2,18,female
32149,98,win,1,10,18,female
32149,99,win,0,40,18,female
32149,100,win,1,2,18,female
32149,101,win,1,10,18,female
32149,102,win,1,20,18,female
32149,103,win,1,2,18,female
32149,104,win,1,2,18,female
32149,105,win,1,20,18,female
32149,106,win,1,5,18,female
32149,107,win,1,80,18,female
32149,108,win,1,20,18,female
32149,109,win,1,2,18,female
32149,110,win,1,1,18,female
32149,111,win,1,10,18,female
32149,112,win,0,1,18,female
32149,113,win,1,1,18,female
32149,114,win,1,40,18,female
32149,115,win,1,5,18,female
32149,116,win,1,10,18,female
32149,117,win,1,5,18,female
32149,118,win,0,1,18,female
32149,119,win,1,5,18,female
32149,120,win,1,40,18,female
32149,121,win,1,10,18,female
32149,122,win,0,2,18,female
32149,123,win,1,20,18,female
32149,124,win,1,20,18,female
32149,125,win,1,10,18,female
32149,126,win,1,20,18,female
33606,67,win,1,10,18,female
33606,68,win,0,5,18,female
33606,69,win,0,2,18,female
33606,70,win,1,10,18,female
33606,71,win,0,20,18,female
33606,72,win,1,10,18,female
33606,73,win,1,1,18,female
33606,74,win,0,5,18,female
33606,75,win,0,1,18,female
33606,76,win,1,10,18,female
33606,77,win,0,5,18,female
33606,78,win,0,5,18,female
33606,79,win,0,10,18,female
33606,80,win,1,80,18,female
33606,81,win,0,2,18,female
33606,82,win,1,40,18,female
33606,83,win,1,1,18,female
33606,84,win,1,1,18,female
33606,85,win,0,1,18,female
33606,86,win,0,20,18,female
33606,87,win,0,10,18,female
33606,88,win,0,5,18,female
33606,89,win,1,2,18,female
33606,90,win,0,10,18,female
33606,91,win,1,1,18,female
33606,92,win,1,1,18,female
33606,93,win,0,1,18,female
33606,94,win,0,2,18,female
33606,95,win,1,20,18,female
33606,96,win,1,1,18,female
33606,97,win,0,40,18,female
33606,98,win,0,80,18,female
33606,99,win,1,5,18,female
33606,100,win,1,5,18,female
33606,101,win,1,2,18,female
33606,102,win,0,10,18,female
33606,103,win,0,2,18,female
33606,104,win,0,2,18,female
33606,105,win,1,2,18,female
33606,106,win,1,40,18,female
33606,107,win,0,5,18,female
33606,108,win,1,80,18,female
33606,109,win,0,80,18,female
33606,110,win,0,20,18,female
33606,111,win,1,10,18,female
33606,112,win,1,5,18,female
33606,113,win,0,20,18,female
33606,114,win,1,2,18,female
33606,115,win,1,10,18,female
33606,116,win,1,20,18,female
33606,117,win,0,20,18,female
33606,118,win,1,20,18,female
33606,119,win,1,80,18,female
33606,120,win,0,20,18,female
33606,121,win,0,40,18,female
33606,122,win,0,5,18,female
33606,123,win,0,2,18,female
33606,124,win,0,40,18,female
33606,125,win,1,20,18,female
33606,126,win,0,1,18,female
34478,67,win,1,20,19,female
34478,68,win,1,20,19,female
34478,69,win,0,40,19,female
34478,70,win,1,80,19,female
34478,71,win,0,2,19,female
34478,72,win,1,5,19,female
34478,73,win,1,20,19,female
34478,74,win,1,1,19,female
34478,75,win,1,20,19,female
34478,76,win,1,20,19,female
34478,77,win,0,1,19,female
34478,78,win,1,5,19,female
34478,79,win,1,80,19,female
34478,80,win,1,2,19,female
34478,81,win,1,2,19,female
34478,82,win,1,20,19,female
34478,83,win,1,20,19,female
34478,84,win,0,1,19,female
34478,85,win,0,2,19,female
34478,86,win,1,1,19,female
34478,87,win,0,10,19,female
34478,88,win,1,20,19,female
34478,89,win,0,20,19,female
34478,90,win,0,80,19,female
34478,91,win,1,40,19,female
34478,92,win,1,2,19,female
34478,93,win,0,2,19,female
34478,94,win,1,5,19,female
34478,95,win,1,40,19,female
34478,96,win,1,80,19,female
