PID,trial_no,choiceOld,delay,age,gender,outcome,choice
397,73,1,80,17,female,0,0
397,74,1,10,17,female,1,0
397,75,2,80,17,female,1,1
649,6,2,10,19,female,0,1
649,7,2,40,19,female,0,1
649,8,2,2,19,female,0,1
649,9,2,80,19,female,0,1
649,10,2,5,19,female,1,1
649,11,2,80,19,female,1,1
649,12,1,1,19,female,0,0
649,13,2,80,19,female,1,1
649,14,1,20,19,female,1,0
649,15,1,1,19,female,1,0
649,16,2,80,19,female,1,1
649,17,1,2,19,female,0,0
649,18,1,2,19,female,1,0
649,19,2,40,19,female,0,1
649,20,2,80,19,female,1,1
649,21,2,40,19,female,0,1
649,22,2,80,19,female,0,1
649,23,1,2,19,female,1,0
649,24,1,1,19,female,1,0
649,25,2,20,19,female,0,1
649,26,2,20,19,female,1,1
649,27,2,40,19,female,1,1
649,28,1,1,19,female,0,0
649,29,2,1,19,female,0,1
649,30,2,20,19,female,0,1
649,31,2,10,19,female,0,1
649,32,2,2,19,female,1,1
649,33,2,5,19,female,1,1
649,34,2,20,19,female,0,1
649,35,2,10,19,female,0,1
649,36,2,10,19,female,1,1
649,37,2,80,19,female,0,1
649,38,1,5,19,female,1,0
649,39,1,1,19,female,1,0
649,40,1,10,19,female,0,0
649,41,1,10,19,female,0,0
649,42,1,10,19,female,0,0
649,43,2,5,19,female,1,1
649,44,2,40,19,female,1,1
649,45,2,80,19,female,0,1
649,46,1,2,19,female,0,0
649,47,2,5,19,female,1,1
649,48,1,1,19,female,1,0
649,49,1,5,19,female,0,0
649,50,2,10,19,female,1,1
649,51,1,2,19,female,1,0
649,52,2,40,19,female,0,1
649,53,1,20,19,female,1,0
649,54,2,20,19,female,0,1
649,55,2,40,19,female,1,1
649,56,2,40,19,female,1,1
649,57,1,2,19,female,0,0
649,58,2,20,19,female,0,1
649,59,2,2,19,female,0,1
649,60,2,10,19,female,1,1
649,61,1,2,19,female,1,0
649,62,1,80,19,female,1,0
649,63,2,1,19,female,1,1
649,64,1,5,19,female,1,0
649,65,2,40,19,female,1,1
649,66,1,20,19,female,0,0
649,67,2,5,19,female,0,1
649,68,1,5,19,female,1,0
649,69,2,80,19,female,0,1
649,70,1,1,19,female,0,0
649,71,2,10,19,female,0,1
649,72,1,40,19,female,0,0
649,73,1,1,19,female,1,0
649,74,2,5,19,female,0,1
649,75,1,20,19,female,0,0
671,6,2,10,20,female,1,1
671,7,2,20,20,female,1,1
671,8,2,20,20,female,1,1
671,9,1,20,20,female,0,0
671,10,2,40,20,female,1,1
671,11,2,2,20,female,1,1
671,12,1,80,20,female,0,0
671,13,1,40,20,female,1,0
671,14,2,5,20,female,1,1
671,15,2,10,20,female,1,1
671,16,1,10,20,female,1,0
671,17,1,2,20,female,0,0
671,18,2,10,20,female,1,1
671,19,1,10,20,female,0,0
671,20,1,2,20,female,0,0
671,21,2,2,20,female,0,1
671,22,2,80,20,female,0,1
671,23,2,40,20,female,0,1
671,24,2,40,20,female,0,1
671,25,2,2,20,female,0,1
671,26,2,5,20,female,1,1
671,27,2,2,20,female,1,1
671,28,1,10,20,female,0,0
671,29,2,5,20,female,1,1
671,30,2,1,20,female,0,1
671,31,2,40,20,female,0,1
671,32,2,5,20,female,0,1
671,33,2,40,20,female,0,1
671,34,2,1,20,female,0,1
671,35,2,5,20,female,1,1
671,36,2,2,20,female,0,1
671,37,2,80,20,female,0,1
671,38,2,80,20,female,0,1
671,39,2,1,20,female,0,1
671,40,2,1,20,female,0,1
671,41,2,1,20,female,1,1
671,42,2,5,20,female,0,1
671,43,2,20,20,female,0,1
671,44,2,1,20,female,1,1
671,45,2,20,20,female,1,1
671,46,2,1,20,female,0,1
671,47,2,40,20,female,1,1
671,48,2,80,20,female,0,1
671,49,2,40,20,female,1,1
671,50,2,40,20,female,1,1
671,51,2,20,20,female,1,1
671,52,2,20,20,female,0,1
671,53,2,5,20,female,0,1
671,54,2,80,20,female,1,1
671,55,2,20,20,female,1,1
671,56,2,1,20,female,0,1
671,57,2,80,20,female,1,1
671,58,2,80,20,female,0,1
671,59,2,5,20,female,0,1
671,60,2,10,20,female,0,1
671,61,2,80,20,female,1,1
671,62,2,10,20,female,1,1
671,63,2,80,20,female,1,1
671,64,2,2,20,female,1,1
671,65,2,10,20,female,0,1
671,66,2,5,20,female,0,1
671,67,1,2,20,female,1,0
671,68,2,2,20,female,1,1
671,69,2,1,20,female,0,1
671,70,2,20,20,female,0,1
671,71,2,10,20,female,0,1
671,72,1,20,20,female,1,0
671,73,2,5,20,female,0,1
671,74,2,1,20,female,1,1
671,75,2,40,20,female,0,1
944,6,2,80,20,female,1,1
944,7,2,5,20,female,0,1
944,8,2,2,20,female,0,1
944,9,2,1,20,female,1,1
944,10,2,80,20,female,0,1
944,11,2,1,20,female,1,1
944,12,2,1,20,female,1,1
944,13,2,1,20,female,0,1
944,14,1,20,20,female,1,0
944,15,2,5,20,female,0,1
944,16,2,20,20,female,1,1
944,17,2,5,20,female,0,1
944,18,2,80,20,female,1,1
944,19,2,40,20,female,1,1
944,20,2,20,20,female,0,1
944,21,2,10,20,female,0,1
944,22,2,80,20,female,0,1
944,23,2,2,20,female,1,1
944,24,2,5,20,female,1,1
944,25,2,40,20,female,0,1
944,26,2,2,20,female,1,1
944,27,2,1,20,female,1,1
944,28,1,10,20,female,1,0
944,29,2,40,20,female,1,1
944,30,2,80,20,female,0,1
944,31,2,10,20,female,0,1
944,32,2,20,20,female,1,1
944,33,2,20,20,female,1,1
944,34,2,80,20,female,1,1
944,35,2,40,20,female,1,1
944,36,2,80,20,female,0,1
944,37,2,1,20,female,0,1
944,38,2,40,20,female,1,1
944,39,2,40,20,female,0,1
944,40,2,2,20,female,0,1
944,41,2,10,20,female,0,1
944,42,2,20,20,female,1,1
944,43,2,2,20,female,1,1
944,44,2,40,20,female,0,1
944,45,2,40,20,female,1,1
944,46,2,5,20,female,1,1
944,47,2,1,20,female,0,1
944,48,2,80,20,female,1,1
944,49,2,40,20,female,0,1
944,50,2,10,20,female,0,1
944,51,2,10,20,female,1,1
944,52,2,40,20,female,1,1
944,53,2,10,20,female,1,1
944,54,2,5,20,female,1,1
944,55,2,20,20,female,1,1
944,56,2,20,20,female,1,1
944,57,2,2,20,female,0,1
944,58,2,10,20,female,0,1
944,59,2,2,20,female,0,1
944,60,2,20,20,female,0,1
944,61,2,5,20,female,0,1
944,62,2,1,20,female,1,1
944,63,2,5,20,female,0,1
944,64,2,2,20,female,1,1
944,65,2,10,20,female,1,1
944,66,2,10,20,female,0,1
944,67,2,1,20,female,0,1
944,68,2,5,20,female,0,1
944,69,2,80,20,female,0,1
944,70,2,1,20,female,0,1
944,71,2,5,20,female,1,1
944,72,2,20,20,female,1,1
944,73,2,2,20,female,0,1
944,74,2,2,20,female,1,1
944,75,2,80,20,female,1,1
1384,6,1,1,19,female,1,0
1384,7,2,80,19,female,0,1
1384,8,1,5,19,female,1,0
1384,9,1,1,19,female,0,0
1384,10,1,2,19,female,1,0
1384,11,1,80,19,female,1,0
1384,12,1,1,19,female,0,0
1384,13,2,40,19,female,0,1
1384,14,1,40,19,female,0,0
1384,15,2,20,19,female,1,1
1384,16,1,40,19,female,0,0
1384,17,2,10,19,female,0,1
1384,18,2,40,19,female,1,1
1384,19,2,5,19,female,0,1
1384,20,1,20,19,female,0,0
1384,21,1,5,19,female,0,0
1384,22,1,1,19,female,0,0
1384,23,1,5,19,female,1,0
1384,24,1,20,19,female,0,0
1384,25,1,1,19,female,1,0
1384,26,1,2,19,female,1,0
1384,27,2,40,19,female,1,1
1384,28,1,80,19,female,1,0
1384,29,1,2,19,female,0,0
1384,30,1,2,19,female,1,0
1384,31,1,10,19,female,0,0
1384,32,1,10,19,female,1,0
1384,33,1,2,19,female,1,0
1384,34,1,80,19,female,1,0
1384,35,1,5,19,female,0,0
1384,36,1,20,19,female,1,0
1384,37,1,2,19,female,1,0
1384,38,1,2,19,female,0,0
1384,39,1,2,19,female,1,0
1384,40,2,20,19,female,1,1
1384,41,1,80,19,female,0,0
1384,42,1,10,19,female,1,0
1384,43,2,10,19,female,1,1
1384,44,1,40,19,female,0,0
1384,45,1,2,19,female,0,0
1384,46,1,5,19,female,1,0
1384,47,1,5,19,female,1,0
1384,48,2,10,19,female,1,1
1384,49,1,40,19,female,0,0
1384,50,1,40,19,female,1,0
1384,51,1,10,19,female,0,0
1384,52,1,80,19,female,1,0
1384,53,1,10,19,female,0,0
1384,54,2,40,19,female,0,1
1384,55,2,20,19,female,1,1
1384,56,2,20,19,female,1,1
1384,57,1,80,19,female,0,0
1384,58,1,40,19,female,1,0
1384,59,1,10,19,female,1,0
1384,60,1,1,19,female,1,0
1384,61,1,1,19,female,0,0
1384,62,1,1,19,female,0,0
1384,63,2,20,19,female,1,1
1384,64,1,1,19,female,1,0
1384,65,1,80,19,female,1,0
1384,66,2,20,19,female,0,1
1384,67,1,80,19,female,0,0
1384,68,1,1,19,female,0,0
1384,69,1,2,19,female,0,0
1384,70,1,5,19,female,1,0
1384,71,1,5,19,female,1,0
1384,72,2,10,19,female,1,1
1384,73,2,80,19,female,1,1
1384,74,2,20,19,female,0,1
1384,75,1,5,19,female,0,0
1461,6,2,2,18,female,1,1
1461,7,2,1,18,female,0,1
1461,8,1,80,18,female,1,0
1461,9,2,80,18,female,1,1
1461,10,2,2,18,female,1,1
1461,11,1,40,18,female,0,0
1461,12,1,40,18,female,0,0
1461,13,2,20,18,female,1,1
1461,14,2,10,18,female,0,1
1461,15,2,5,18,female,1,1
1461,16,1,20,18,female,0,0
1461,17,2,5,18,female,0,1
1461,18,2,2,18,female,1,1
1461,19,2,2,18,female,1,1
1461,20,2,1,18,female,0,1
1461,21,1,20,18,female,0,0
1461,22,2,1,18,female,0,1
1461,23,2,5,18,female,1,1
1461,24,1,40,18,female,1,0
1461,25,1,40,18,female,1,0
1461,26,1,20,18,female,1,0
1461,27,2,1,18,female,0,1
1461,28,1,40,18,female,0,0
1461,29,1,80,18,female,1,0
1461,30,2,10,18,female,0,1
1461,31,2,2,18,female,0,1
1461,32,1,80,18,female,0,0
1461,33,1,20,18,female,1,0
1461,34,2,5,18,female,1,1
1461,35,1,40,18,female,0,0
1461,36,2,2,18,female,0,1
1461,37,2,5,18,female,0,1
1461,38,2,1,18,female,1,1
1461,39,2,2,18,female,1,1
1461,40,2,5,18,female,1,1
1461,41,2,20,18,female,0,1
1461,42,2,10,18,female,0,1
1461,43,1,80,18,female,0,0
1461,44,2,5,18,female,1,1
1461,45,2,1,18,female,1,1
1461,46,2,1,18,female,0,1
1461,47,1,80,18,female,1,0
1461,48,2,2,18,female,0,1
1461,49,2,10,18,female,1,1
1461,50,2,10,18,female,0,1
1461,51,1,80,18,female,0,0
1461,52,2,1,18,female,0,1
1461,53,2,10,18,female,1,1
1461,54,2,2,18,female,1,1
1461,55,2,5,18,female,1,1
1461,56,1,40,18,female,1,0
1461,57,2,10,18,female,0,1
1461,58,2,10,18,female,1,1
1461,59,2,1,18,female,0,1
1461,60,2,20,18,female,0,1
1461,61,1,40,18,female,0,0
1461,62,2,20,18,female,0,1
1461,63,2,20,18,female,1,1
1461,64,1,80,18,female,1,0
1461,65,2,40,18,female,0,1
1461,66,2,1,18,female,0,1
1461,67,1,80,18,female,0,0
1461,68,2,2,18,female,0,1
1461,69,1,20,18,female,1,0
1461,70,2,10,18,female,0,1
1461,71,2,10,18,female,0,1
1461,72,2,5,18,female,1,1
1461,73,2,40,18,female,1,1
1461,74,1,80,18,female,0,0
1461,75,2,5,18,female,1,1
1745,6,1,5,22,male,0,0
1745,7,1,1,22,male,1,0
1745,8,2,2,22,male,1,1
1745,9,1,10,22,male,1,0
1745,10,1,1,22,male,1,0
1745,11,2,1,22,male,1,1
1745,12,1,1,22,male,0,0
1745,13,2,20,22,male,1,1
1745,14,1,40,22,male,0,0
1745,15,2,20,22,male,0,1
1745,16,1,40,22,male,0,0
1745,17,1,40,22,male,1,0
1745,18,1,5,22,male,0,0
1745,19,1,20,22,male,1,0
1745,20,1,2,22,male,0,0
1745,21,1,10,22,male,0,0
1745,22,1,20,22,male,1,0
1745,23,1,10,22,male,0,0
1745,24,1,2,22,male,0,0
1745,25,1,10,22,male,0,0
1745,26,1,80,22,male,0,0
1745,27,1,1,22,male,1,0
1745,28,1,1,22,male,1,0
1745,29,1,20,22,male,0,0
1745,30,1,2,22,male,1,0
1745,31,1,5,22,male,1,0
1745,32,1,40,22,male,0,0
1745,33,1,20,22,male,0,0
1745,34,1,80,22,male,1,0
1745,35,1,40,22,male,0,0
1745,36,1,40,22,male,0,0
1745,37,1,2,22,male,0,0
1745,38,1,2,22,male,0,0
1745,39,1,80,22,male,0,0
1745,40,1,2,22,male,1,0
1745,41,1,1,22,male,1,0
1745,42,1,20,22,male,0,0
1745,43,1,5,22,male,0,0
1745,44,1,10,22,male,0,0
1745,45,1,80,22,male,0,0
1745,46,1,40,22,male,1,0
1745,47,1,5,22,male,0,0
1745,48,1,20,22,male,0,0
1745,49,1,10,22,male,0,0
1745,50,1,2,22,male,0,0
1745,51,1,40,22,male,1,0
1745,52,1,5,22,male,1,0
1745,53,1,10,22,male,0,0
1745,54,1,5,22,male,1,0
1745,55,1,1,22,male,1,0
1745,56,1,10,22,male,1,0
1745,57,1,1,22,male,1,0
1745,58,1,40,22,male,0,0
1745,59,1,80,22,male,0,0
1745,60,1,80,22,male,1,0
1745,61,1,20,22,male,0,0
1745,62,1,80,22,male,1,0
1745,63,1,20,22,male,0,0
1745,64,1,80,22,male,1,0
1745,65,1,2,22,male,1,0
1745,66,1,1,22,male,0,0
1745,67,1,5,22,male,0,0
1745,68,1,80,22,male,0,0
1745,69,1,10,22,male,0,0
1745,70,1,2,22,male,0,0
1745,71,1,10,22,male,1,0
1745,72,1,80,22,male,1,0
1745,73,1,5,22,male,0,0
1745,74,1,40,22,male,1,0
1745,75,1,5,22,male,0,0
2247,6,1,5,18,female,1,0
2247,7,2,5,18,female,0,1
2247,8,1,1,18,female,0,0
2247,9,2,2,18,female,0,1
2247,10,1,1,18,female,0,0
2247,11,2,1,18,female,1,1
2247,12,1,2,18,female,1,0
2247,13,1,1,18,female,1,0
2247,14,2,40,18,female,1,1
2247,15,2,10,18,female,1,1
2247,16,1,20,18,female,1,0
2247,17,1,20,18,female,1,0
2247,18,1,10,18,female,0,0
2247,19,1,80,18,female,0,0
2247,20,2,80,18,female,1,1
2247,21,1,5,18,female,0,0
2247,22,2,1,18,female,1,1
2247,23,1,20,18,female,1,0
2247,24,1,10,18,female,1,0
2247,25,2,20,18,female,0,1
2247,26,1,5,18,female,1,0
2247,27,2,10,18,female,1,1
2247,28,2,2,18,female,1,1
2247,29,2,80,18,female,1,1
2247,30,2,10,18,female,1,1
2247,31,1,2,18,female,0,0
2247,32,1,20,18,female,1,0
2247,33,1,5,18,female,1,0
2247,34,1,2,18,female,1,0
2247,35,1,10,18,female,1,0
2247,36,2,10,18,female,0,1
2247,37,1,40,18,female,0,0
2247,38,1,80,18,female,0,0
2247,39,1,2,18,female,1,0
2247,40,2,80,18,female,0,1
2247,41,1,40,18,female,0,0
2247,42,2,2,18,female,1,1
2247,43,1,5,18,female,1,0
2247,44,1,10,18,female,0,0
2247,45,1,20,18,female,0,0
2247,46,1,20,18,female,0,0
2247,47,2,2,18,female,1,1
2247,48,1,40,18,female,1,0
2247,49,1,10,18,female,1,0
2247,50,1,80,18,female,0,0
2247,51,1,5,18,female,1,0
2247,52,2,1,18,female,0,1
2247,53,2,80,18,female,1,1
2247,54,1,5,18,female,0,0
2247,55,2,80,18,female,0,1
2247,56,1,20,18,female,0,0
2247,57,2,5,18,female,1,1
2247,58,2,40,18,female,0,1
2247,59,2,40,18,female,0,1
2247,60,2,20,18,female,0,1
2247,61,2,40,18,female,0,1
2247,62,1,1,18,female,1,0
2247,63,2,2,18,female,0,1
2247,64,2,80,18,female,0,1
2247,65,2,5,18,female,0,1
2247,66,2,2,18,female,1,1
2247,67,2,40,18,female,0,1
2247,68,2,80,18,female,0,1
2247,69,1,40,18,female,1,0
2247,70,1,1,18,female,0,0
2247,71,1,40,18,female,1,0
2247,72,1,20,18,female,0,0
2247,73,2,1,18,female,1,1
2247,74,2,1,18,female,1,1
2247,75,1,10,18,female,1,0
3295,6,2,80,19,female,1,1
3295,7,2,1,19,female,0,1
3295,8,1,1,19,female,1,0
3295,9,2,1,19,female,0,1
3295,10,1,10,19,female,1,0
3295,11,2,20,19,female,1,1
3295,12,1,5,19,female,0,0
3295,13,2,5,19,female,1,1
3295,14,2,80,19,female,1,1
3295,15,1,20,19,female,0,0
3295,16,2,40,19,female,1,1
3295,17,2,10,19,female,0,1
3295,18,2,5,19,female,1,1
3295,19,2,80,19,female,1,1
3295,20,2,40,19,female,0,1
3295,21,1,80,19,female,1,0
3295,22,2,2,19,female,0,1
3295,23,2,10,19,female,0,1
3295,24,1,5,19,female,1,0
3295,25,1,2,19,female,0,0
3295,26,2,5,19,female,0,1
3295,27,2,20,19,female,0,1
3295,28,2,2,19,female,0,1
3295,29,2,2,19,female,0,1
3295,30,2,10,19,female,1,1
3295,31,2,20,19,female,1,1
3295,32,2,40,19,female,0,1
3295,33,2,20,19,female,0,1
3295,34,2,2,19,female,0,1
3295,35,1,1,19,female,0,0
3295,36,2,40,19,female,0,1
3295,37,2,10,19,female,1,1
3295,38,2,5,19,female,0,1
3295,39,2,2,19,female,0,1
3295,40,1,10,19,female,0,0
3295,41,2,1,19,female,1,1
3295,42,2,5,19,female,0,1
3295,43,2,1,19,female,0,1
3295,44,2,20,19,female,0,1
3295,45,2,5,19,female,1,1
3295,46,2,2,19,female,1,1
3295,47,2,20,19,female,1,1
3295,48,2,40,19,female,0,1
3295,49,2,5,19,female,0,1
3295,50,2,20,19,female,0,1
3295,51,2,80,19,female,0,1
3295,52,2,20,19,female,0,1
3295,53,2,2,19,female,1,1
3295,54,2,10,19,female,1,1
3295,55,2,40,19,female,0,1
3295,56,2,80,19,female,1,1
3295,57,2,40,19,female,1,1
3295,58,2,5,19,female,1,1
3295,59,2,80,19,female,1,1
3295,60,2,2,19,female,1,1
3295,61,2,10,19,female,0,1
3295,62,1,1,19,female,0,0
3295,63,2,10,19,female,1,1
3295,64,2,1,19,female,1,1
3295,65,2,40,19,female,0,1
3295,66,2,80,19,female,0,1
3295,67,2,1,19,female,0,1
3295,68,2,80,19,female,0,1
3295,69,2,1,19,female,0,1
3295,70,2,40,19,female,1,1
3295,71,2,20,19,female,0,1
3295,72,2,10,19,female,0,1
3295,73,2,40,19,female,0,1
3295,74,2,80,19,female,0,1
3295,75,2,2,19,female,1,1
3700,6,2,20,18,male,0,1
3700,7,2,5,18,male,1,1
3700,8,2,10,18,male,1,1
3700,9,1,1,18,male,0,0
3700,10,2,5,18,male,1,1
3700,11,2,40,18,male,1,1
3700,12,2,1,18,male,1,1
