PID,trial_no,trial_type,choice,delay,age,gender
4118,51,loss,1,2,26,male
4118,52,loss,1,2,26,male
4118,53,loss,1,20,26,male
4118,54,loss,0,1,26,male
4118,55,loss,1,80,26,male
4118,56,loss,0,2,26,male
4118,57,loss,1,20,26,male
4118,58,loss,1,10,26,male
4118,59,loss,0,1,26,male
4118,60,loss,1,5,26,male
4118,61,loss,0,1,26,male
4118,62,loss,1,40,26,male
4118,63,loss,1,10,26,male
4118,64,loss,1,10,26,male
4118,65,loss,1,2,26,male
4118,66,loss,1,20,26,male
7575,7,loss,0,40,23,female
7575,8,loss,0,1,23,female
7575,9,loss,1,1,23,female
7575,10,loss,0,40,23,female
7575,11,loss,1,5,23,female
7575,12,loss,1,5,23,female
7575,13,loss,0,5,23,female
7575,14,loss,0,80,23,female
7575,15,loss,1,2,23,female
7575,16,loss,1,5,23,female
7575,17,loss,0,2,23,female
7575,18,loss,1,1,23,female
7575,19,loss,1,20,23,female
7575,20,loss,0,10,23,female
7575,21,loss,0,2,23,female
7575,22,loss,0,20,23,female
7575,23,loss,0,20,23,female
7575,24,loss,0,5,23,female
7575,25,loss,1,2,23,female
7575,26,loss,0,5,23,female
7575,27,loss,0,5,23,female
7575,28,loss,0,40,23,female
7575,29,loss,0,1,23,female
7575,30,loss,1,1,23,female
7575,31,loss,0,1,23,female
7575,32,loss,0,20,23,female
7575,33,loss,1,2,23,female
7575,34,loss,0,10,23,female
7575,35,loss,0,10,23,female
7575,36,loss,0,10,23,female
7575,37,loss,0,10,23,female
7575,38,loss,0,80,23,female
7575,39,loss,1,2,23,female
7575,40,loss,0,20,23,female
7575,41,loss,1,20,23,female
7575,42,loss,0,20,23,female
7575,43,loss,1,20,23,female
7575,44,loss,1,10,23,female
7575,45,loss,0,1,23,female
7575,46,loss,0,80,23,female
7575,47,loss,1,5,23,female
7575,48,loss,0,10,23,female
7575,49,loss,0,10,23,female
7575,50,loss,1,10,23,female
7575,51,loss,0,5,23,female
7575,52,loss,1,20,23,female
7575,53,loss,0,5,23,female
7575,54,loss,0,1,23,female
7575,55,loss,0,40,23,female
7575,56,loss,0,2,23,female
7575,57,loss,0,1,23,female
7575,58,loss,0,2,23,female
7575,59,loss,1,2,23,female
7575,60,loss,0,1,23,female
7575,61,loss,1,10,23,female
7575,62,loss,0,40,23,female
7575,63,loss,0,80,23,female
7575,64,loss,0,20,23,female
7575,65,loss,1,2,23,female
7575,66,loss,0,80,23,female
7626,67,loss,1,20,18,male
7626,68,loss,1,80,18,male
7626,69,loss,1,20,18,male
7626,70,loss,1,5,18,male
7626,71,loss,1,20,18,male
7626,72,loss,1,1,18,male
7626,73,loss,1,20,18,male
7626,74,loss,1,2,18,male
7626,75,loss,1,20,18,male
7626,76,loss,1,10,18,male
7626,77,loss,1,20,18,male
7626,78,loss,1,5,18,male
7626,79,loss,1,5,18,male
7626,80,loss,1,1,18,male
7626,81,loss,1,40,18,male
7626,82,loss,1,2,18,male
7626,83,loss,1,1,18,male
7626,84,loss,1,40,18,male
7626,85,loss,1,1,18,male
7626,86,loss,1,2,18,male
7626,87,loss,1,1,18,male
7626,88,loss,1,10,18,male
7626,89,loss,1,2,18,male
7626,90,loss,1,10,18,male
7626,91,loss,1,10,18,male
7626,92,loss,1,5,18,male
7626,93,loss,1,5,18,male
7626,94,loss,1,80,18,male
7626,95,loss,1,2,18,male
7626,96,loss,1,5,18,male
7626,97,loss,1,10,18,male
7626,98,loss,1,10,18,male
7626,99,loss,1,2,18,male
7626,100,loss,1,5,18,male
7626,101,loss,1,1,18,male
7626,102,loss,1,10,18,male
7626,103,loss,1,1,18,male
7626,104,loss,1,2,18,male
7626,105,loss,1,1,18,male
7626,106,loss,1,80,18,male
7626,107,loss,1,20,18,male
7626,108,loss,1,5,18,male
7626,109,loss,1,10,18,male
7626,110,loss,1,2,18,male
7626,111,loss,1,5,18,male
7626,112,loss,1,20,18,male
7626,113,loss,1,5,18,male
7626,114,loss,1,20,18,male
7626,115,loss,1,1,18,male
7626,116,loss,1,10,18,male
7626,117,loss,1,2,18,male
7626,118,loss,1,80,18,male
7626,119,loss,1,1,18,male
7626,120,loss,1,40,18,male
7626,121,loss,1,40,18,male
7626,122,loss,1,80,18,male
7626,123,loss,1,20,18,male
7626,124,loss,1,10,18,male
7626,125,loss,1,40,18,male
7626,126,loss,1,2,18,male
16068,7,loss,0,40,18,female
16068,8,loss,1,1,18,female
16068,9,loss,0,10,18,female
16068,10,loss,0,10,18,female
16068,11,loss,1,20,18,female
16068,12,loss,1,20,18,female
16068,13,loss,0,5,18,female
16068,14,loss,0,10,18,female
16068,15,loss,1,2,18,female
16068,16,loss,0,20,18,female
16068,17,loss,0,1,18,female
16068,18,loss,1,1,18,female
16068,19,loss,0,2,18,female
16068,20,loss,0,1,18,female
16068,21,loss,1,5,18,female
16068,22,loss,0,10,18,female
16068,23,loss,1,2,18,female
16068,24,loss,1,5,18,female
16068,25,loss,0,10,18,female
16068,26,loss,0,10,18,female
16068,27,loss,1,40,18,female
16068,28,loss,0,10,18,female
16068,29,loss,1,2,18,female
16068,30,loss,1,1,18,female
16068,31,loss,1,5,18,female
16068,32,loss,1,5,18,female
16068,33,loss,1,1,18,female
16068,34,loss,0,10,18,female
16068,35,loss,0,40,18,female
16068,36,loss,0,20,18,female
16068,37,loss,1,5,18,female
16068,38,loss,0,20,18,female
16068,39,loss,0,80,18,female
16068,40,loss,0,2,18,female
16068,41,loss,0,1,18,female
16068,42,loss,1,5,18,female
16068,43,loss,0,80,18,female
16068,44,loss,0,1,18,female
16068,45,loss,0,2,18,female
16068,46,loss,1,2,18,female
16068,47,loss,1,20,18,female
16068,48,loss,1,80,18,female
16068,49,loss,0,2,18,female
16068,50,loss,1,20,18,female
16068,51,loss,1,40,18,female
16068,52,loss,1,5,18,female
16068,53,loss,1,20,18,female
16068,54,loss,1,20,18,female
16068,55,loss,1,5,18,female
16068,56,loss,1,5,18,female
16068,57,loss,1,40,18,female
16068,58,loss,1,80,18,female
16068,59,loss,1,20,18,female
16068,60,loss,1,10,18,female
16068,61,loss,1,80,18,female
16068,62,loss,0,2,18,female
16068,63,loss,1,2,18,female
16068,64,loss,0,1,18,female
16068,65,loss,1,10,18,female
16068,66,loss,0,1,18,female
19661,7,loss,1,2,18,female
19661,8,loss,1,2,18,female
19661,9,loss,1,80,18,female
19661,10,loss,1,40,18,female
19661,11,loss,1,5,18,female
19661,12,loss,0,5,18,female
19661,13,loss,1,10,18,female
19661,14,loss,0,40,18,female
19661,15,loss,0,10,18,female
19661,16,loss,0,5,18,female
19661,17,loss,0,5,18,female
19661,18,loss,1,20,18,female
19661,19,loss,1,1,18,female
19661,20,loss,1,2,18,female
19661,21,loss,1,5,18,female
19661,22,loss,1,5,18,female
19661,23,loss,1,1,18,female
19661,24,loss,1,20,18,female
19661,25,loss,0,2,18,female
19661,26,loss,1,20,18,female
19661,27,loss,0,2,18,female
19661,28,loss,0,10,18,female
19661,29,loss,1,1,18,female
19661,30,loss,0,5,18,female
19661,31,loss,0,20,18,female
19661,32,loss,1,10,18,female
19661,33,loss,1,40,18,female
19661,34,loss,1,40,18,female
19661,35,loss,1,1,18,female
19661,36,loss,0,2,18,female
19661,37,loss,1,80,18,female
19661,38,loss,1,20,18,female
19661,39,loss,1,1,18,female
19661,40,loss,1,80,18,female
19661,41,loss,0,2,18,female
19661,42,loss,0,1,18,female
19661,43,loss,1,20,18,female
19661,44,loss,0,20,18,female
19661,45,loss,1,20,18,female
19661,46,loss,1,5,18,female
19661,47,loss,1,40,18,female
19661,48,loss,1,2,18,female
19661,49,loss,0,10,18,female
19661,50,loss,1,10,18,female
19661,51,loss,1,1,18,female
19661,52,loss,1,5,18,female
19661,53,loss,1,20,18,female
19661,54,loss,1,10,18,female
19661,55,loss,1,10,18,female
19661,56,loss,0,5,18,female
19661,57,loss,1,80,18,female
19661,58,loss,0,20,18,female
19661,59,loss,1,2,18,female
19661,60,loss,1,1,18,female
19661,61,loss,1,1,18,female
19661,62,loss,1,1,18,female
19661,63,loss,1,2,18,female
19661,64,loss,0,10,18,female
19661,65,loss,0,10,18,female
19661,66,loss,0,80,18,female
20359,67,loss,1,1,19,male
20359,72,loss,1,1,19,male
20359,79,loss,1,1,19,male
20359,81,loss,1,1,19,male
20359,89,loss,1,1,19,male
20359,92,loss,1,1,19,male
20359,93,loss,1,1,19,male
20359,97,loss,1,1,19,male
20359,105,loss,1,1,19,male
20359,112,loss,1,1,19,male
20359,71,loss,1,2,19,male
20359,75,loss,1,2,19,male
20359,80,loss,1,2,19,male
20359,87,loss,1,2,19,male
20359,101,loss,1,2,19,male
20359,102,loss,1,2,19,male
20359,103,loss,1,2,19,male
20359,108,loss,1,2,19,male
20359,110,loss,1,2,19,male
20359,120,loss,1,2,19,male
20359,73,loss,0,5,19,male
20359,74,loss,1,5,19,male
20359,90,loss,1,5,19,male
20359,91,loss,1,5,19,male
20359,94,loss,1,5,19,male
20359,99,loss,0,5,19,male
20359,113,loss,1,5,19,male
20359,124,loss,1,5,19,male
20359,125,loss,1,5,19,male
20359,126,loss,1,5,19,male
20359,70,loss,1,10,19,male
20359,76,loss,0,10,19,male
20359,78,loss,0,10,19,male
20359,84,loss,1,10,19,male
20359,107,loss,1,10,19,male
20359,109,loss,0,10,19,male
20359,114,loss,1,10,19,male
20359,115,loss,0,10,19,male
20359,121,loss,0,10,19,male
20359,122,loss,0,10,19,male
20359,77,loss,1,20,19,male
20359,82,loss,0,20,19,male
20359,83,loss,0,20,19,male
20359,86,loss,0,20,19,male
20359,88,loss,0,20,19,male
20359,100,loss,0,20,19,male
20359,111,loss,1,20,19,male
20359,117,loss,0,20,19,male
20359,118,loss,0,20,19,male
20359,123,loss,1,20,19,male
20359,69,loss,1,40,19,male
20359,85,loss,1,40,19,male
20359,96,loss,1,40,19,male
20359,106,loss,1,40,19,male
20359,116,loss,1,40,19,male
20359,68,loss,0,80,19,male
20359,95,loss,1,80,19,male
20359,98,loss,1,80,19,male
20359,104,loss,1,80,19,male
20359,119,loss,1,80,19,male
21397,7,loss,1,2,21,male
21397,8,loss,0,1,21,male
21397,9,loss,0,20,21,male
21397,10,loss,0,2,21,male
21397,11,loss,1,10,21,male
21397,12,loss,0,1,21,male
21397,13,loss,1,5,21,male
21397,14,loss,1,20,21,male
21397,15,loss,1,5,21,male
21397,16,loss,1,10,21,male
21397,17,loss,0,40,21,male
21397,18,loss,1,1,21,male
21397,19,loss,1,10,21,male
21397,20,loss,0,80,21,male
21397,21,loss,1,2,21,male
21397,22,loss,0,1,21,male
21397,23,loss,1,20,21,male
21397,24,loss,1,20,21,male
21397,25,loss,1,5,21,male
21397,26,loss,1,20,21,male
21397,27,loss,1,10,21,male
21397,28,loss,1,1,21,male
21397,29,loss,1,1,21,male
21397,30,loss,1,80,21,male
21397,31,loss,1,20,21,male
21397,32,loss,1,5,21,male
21397,33,loss,1,2,21,male
21397,34,loss,1,1,21,male
21397,35,loss,1,20,21,male
21397,36,loss,1,5,21,male
21397,37,loss,1,80,21,male
21397,38,loss,1,1,21,male
21397,39,loss,1,5,21,male
21397,40,loss,1,10,21,male
21397,41,loss,1,5,21,male
21397,42,loss,1,2,21,male
21397,43,loss,1,5,21,male
21397,44,loss,1,2,21,male
21397,45,loss,1,5,21,male
21397,46,loss,1,5,21,male
21397,47,loss,1,40,21,male
21397,48,loss,1,10,21,male
21397,49,loss,1,10,21,male
21397,50,loss,1,10,21,male
21397,51,loss,1,10,21,male
21397,52,loss,1,80,21,male
21397,53,loss,1,20,21,male
21397,54,loss,1,80,21,male
21397,55,loss,1,40,21,male
21397,56,loss,1,2,21,male
21397,57,loss,1,40,21,male
21397,58,loss,1,1,21,male
21397,59,loss,1,20,21,male
21397,60,loss,1,2,21,male
21397,61,loss,1,10,21,male
21397,62,loss,1,20,21,male
21397,63,loss,1,2,21,male
21397,64,loss,1,40,21,male
21397,65,loss,1,1,21,male
21397,66,loss,1,2,21,male
24411,24,loss,1,1,18,male
24411,25,loss,0,1,18,male
24411,29,loss,1,1,18,male
24411,36,loss,1,1,18,male
24411,39,loss,1,1,18,male
24411,46,loss,1,1,18,male
24411,51,loss,1,1,18,male
24411,54,loss,0,1,18,male
24411,55,loss,0,1,18,male
24411,59,loss,1,1,18,male
24411,8,loss,1,2,18,male
24411,13,loss,1,2,18,male
24411,14,loss,1,2,18,male
24411,15,loss,0,2,18,male
24411,17,loss,1,2,18,male
24411,18,loss,1,2,18,male
24411,19,loss,1,2,18,male
24411,20,loss,0,2,18,male
24411,44,loss,0,2,18,male
24411,65,loss,1,2,18,male
24411,9,loss,1,5,18,male
24411,12,loss,0,5,18,male
24411,26,loss,1,5,18,male
24411,30,loss,1,5,18,male
24411,35,loss,1,5,18,male
24411,37,loss,1,5,18,male
24411,38,loss,0,5,18,male
24411,45,loss,1,5,18,male
24411,62,loss,0,5,18,male
24411,64,loss,1,5,18,male
24411,7,loss,1,10,18,male
24411,21,loss,1,10,18,male
24411,22,loss,1,10,18,male
24411,27,loss,0,10,18,male
24411,31,loss,0,10,18,male
24411,32,loss,1,10,18,male
24411,48,loss,1,10,18,male
24411,50,loss,0,10,18,male
24411,52,loss,1,10,18,male
24411,58,loss,1,10,18,male
24411,11,loss,1,20,18,male
24411,16,loss,1,20,18,male
24411,33,loss,1,20,18,male
24411,34,loss,1,20,18,male
24411,40,loss,0,20,18,male
24411,43,loss,1,20,18,male
24411,49,loss,1,20,18,male
24411,56,loss,1,20,18,male
24411,60,loss,1,20,18,male
24411,66,loss,0,20,18,male
24411,10,loss,1,40,18,male
24411,23,loss,0,40,18,male
24411,28,loss,1,40,18,male
24411,42,loss,1,40,18,male
24411,57,loss,1,40,18,male
24411,41,loss,1,80,18,male
24411,47,loss,0,80,18,male
24411,53,loss,0,80,18,male
24411,61,loss,1,80,18,male
24411,63,loss,1,80,18,male
26116,67,loss,0,2,21,male
26116,68,loss,0,1,21,male
26116,69,loss,0,10,21,male
26116,70,loss,0,20,21,male
26116,71,loss,0,1,21,male
26116,72,loss,0,5,21,male
26116,73,loss,0,5,21,male
26116,74,loss,0,5,21,male
26116,75,loss,0,1,21,male
26116,76,loss,0,40,21,male
26116,77,loss,0,1,21,male
26116,78,loss,0,2,21,male
26116,79,loss,0,20,21,male
26116,80,loss,0,20,21,male
26116,81,loss,0,5,21,male
26116,82,loss,0,20,21,male
26116,83,loss,0,10,21,male
26116,84,loss,1,5,21,male
26116,85,loss,0,1,21,male
26116,86,loss,0,20,21,male
26116,87,loss,0,80,21,male
26116,88,loss,0,1,21,male
26116,89,loss,0,80,21,male
26116,90,loss,0,2,21,male
26116,91,loss,0,10,21,male
26116,92,loss,0,40,21,male
26116,93,loss,0,10,21,male
26116,94,loss,0,20,21,male
26116,95,loss,0,2,21,male
26116,96,loss,0,2,21,male
26116,97,loss,0,40,21,male
26116,98,loss,0,40,21,male
26116,99,loss,0,20,21,male
26116,100,loss,0,5,21,male
26116,101,loss,0,10,21,male
26116,102,loss,0,20,21,male
26116,103,loss,0,1,21,male
26116,104,loss,0,5,21,male
26116,105,loss,0,2,21,male
26116,106,loss,0,1,21,male
26116,107,loss,0,5,21,male
26116,108,loss,0,10,21,male
26116,109,loss,0,80,21,male
26116,110,loss,0,2,21,male
26116,111,loss,0,2,21,male
26116,112,loss,0,2,21,male
26116,113,loss,0,1,21,male
26116,114,loss,0,80,21,male
26116,115,loss,0,40,21,male
26116,116,loss,0,2,21,male
26116,117,loss,0,80,21,male
26116,118,loss,0,5,21,male
26116,119,loss,0,10,21,male
26116,120,loss,0,10,21,male
26116,121,loss,0,10,21,male
26116,122,loss,0,10,21,male
26116,123,loss,0,20,21,male
26116,124,loss,0,5,21,male
26116,125,loss,0,20,21,male
26116,126,loss,0,1,21,male
29744,67,loss,1,10,18,male
29744,68,loss,1,2,18,male
29744,69,loss,0,2,18,male
29744,70,loss,1,20,18,male
29744,71,loss,0,20,18,male
29744,72,loss,1,5,18,male
29744,73,loss,0,10,18,male
29744,74,loss,0,40,18,male
29744,75,loss,0,5,18,male
29744,76,loss,0,80,18,male
29744,77,loss,0,20,18,male
29744,78,loss,0,40,18,male
29744,79,loss,0,2,18,male
29744,80,loss,0,1,18,male
29744,81,loss,0,1,18,male
29744,82,loss,0,5,18,male
29744,83,loss,1,80,18,male
29744,84,loss,0,10,18,male
29744,85,loss,0,5,18,male
29744,86,loss,0,10,18,male
29744,87,loss,1,5,18,male
29744,88,loss,1,80,18,male
29744,89,loss,0,2,18,male
29744,90,loss,1,2,18,male
29744,91,loss,1,20,18,male
29744,92,loss,1,10,18,male
29744,93,loss,0,5,18,male
29744,94,loss,0,20,18,male
29744,95,loss,1,2,18,male
29744,96,loss,1,2,18,male
29744,97,loss,0,1,18,male
29744,98,loss,1,80,18,male
29744,99,loss,0,10,18,male
29744,100,loss,1,10,18,male
29744,101,loss,0,40,18,male
29744,102,loss,1,10,18,male
29744,103,loss,1,1,18,male
29744,104,loss,0,20,18,male
29744,105,loss,1,1,18,male
29744,106,loss,0,5,18,male
29744,107,loss,0,20,18,male
29744,108,loss,1,1,18,male
29744,109,loss,1,5,18,male
29744,110,loss,1,2,18,male
29744,111,loss,1,5,18,male
29744,112,loss,0,5,18,male
29744,113,loss,0,1,18,male
29744,114,loss,0,1,18,male
29744,115,loss,0,1,18,male
29744,116,loss,1,10,18,male
29744,117,loss,0,40,18,male
29744,118,loss,0,20,18,male
29744,119,loss,1,1,18,male
29744,120,loss,0,40,18,male
29744,121,loss,0,20,18,male
29744,122,loss,0,2,18,male
29744,123,loss,0,2,18,male
29744,124,loss,1,20,18,male
29744,125,loss,1,80,18,male
29744,126,loss,1,10,18,male
29854,67,loss,0,10,19,female
29854,68,loss,1,40,19,female
29854,69,loss,1,20,19,female
29854,70,loss,1,5,19,female
29854,71,loss,1,10,19,female
29854,72,loss,0,2,19,female
29854,73,loss,1,20,19,female
29854,74,loss,1,80,19,female
29854,75,loss,0,2,19,female
29854,76,loss,0,1,19,female
29854,77,loss,0,1,19,female
29854,78,loss,0,1,19,female
29854,79,loss,0,10,19,female
29854,80,loss,1,80,19,female
29854,81,loss,1,40,19,female
29854,82,loss,1,10,19,female
29854,83,loss,1,10,19,female
29854,84,loss,1,80,19,female
29854,85,loss,0,2,19,female
29854,86,loss,0,1,19,female
29854,87,loss,0,1,19,female
29854,88,loss,1,40,19,female
29854,89,loss,1,5,19,female
29854,90,loss,1,5,19,female
29854,91,loss,1,20,19,female
29854,92,loss,0,5,19,female
29854,93,loss,1,10,19,female
29854,94,loss,0,2,19,female
29854,95,loss,0,1,19,female
29854,96,loss,1,20,19,female
29854,97,loss,1,5,19,female
29854,98,loss,1,10,19,female
29854,99,loss,1,40,19,female
29854,100,loss,0,2,19,female
29854,101,loss,1,20,19,female
29854,102,loss,1,20,19,female
29854,103,loss,1,80,19,female
29854,104,loss,1,2,19,female
29854,105,loss,1,1,19,female
29854,106,loss,1,10,19,female
29854,107,loss,1,1,19,female
29854,108,loss,1,10,19,female
29854,109,loss,1,2,19,female
29854,110,loss,1,2,19,female
29854,111,loss,1,1,19,female
29854,112,loss,1,1,19,female
29854,113,loss,1,5,19,female
29854,114,loss,1,20,19,female
29854,115,loss,1,80,19,female
29854,116,loss,1,5,19,female
29854,117,loss,1,20,19,female
29854,118,loss,1,2,19,female
29854,119,loss,1,5,19,female
29854,120,loss,1,2,19,female
29854,121,loss,1,5,19,female
29854,122,loss,1,10,19,female
29854,123,loss,1,5,19,female
29854,124,loss,1,40,19,female
29854,125,loss,1,20,19,female
29854,126,loss,1,20,19,female
32149,7,loss,0,10,18,female
32149,8,loss,0,20,18,female
32149,9,loss,0,5,18,female
32149,10,loss,1,80,18,female
32149,11,loss,0,1,18,female
32149,12,loss,0,40,18,female
32149,13,loss,1,80,18,female
32149,14,loss,0,1,18,female
32149,15,loss,1,5,18,female
32149,16,loss,0,10,18,female
32149,17,loss,1,40,18,female
32149,18,loss,0,2,18,female
32149,19,loss,1,5,18,female
32149,20,loss,0,2,18,female
32149,21,loss,0,2,18,female
32149,22,loss,0,2,18,female
32149,23,loss,0,2,18,female
32149,24,loss,1,40,18,female
32149,25,loss,0,10,18,female
32149,26,loss,0,5,18,female
32149,27,loss,0,10,18,female
32149,28,loss,0,1,18,female
32149,29,loss,0,5,18,female
32149,30,loss,1,40,18,female
32149,31,loss,1,20,18,female
32149,32,loss,0,5,18,female
32149,33,loss,0,2,18,female
32149,34,loss,1,10,18,female
32149,35,loss,1,10,18,female
32149,36,loss,1,20,18,female
32149,37,loss,1,1,18,female
32149,38,loss,1,20,18,female
32149,39,loss,1,20,18,female
32149,40,loss,1,20,18,female
32149,41,loss,1,20,18,female
32149,42,loss,1,5,18,female
32149,43,loss,1,80,18,female
32149,44,loss,0,1,18,female
32149,45,loss,1,20,18,female
32149,46,loss,1,10,18,female
32149,47,loss,1,20,18,female
32149,48,loss,0,1,18,female
32149,49,loss,1,5,18,female
32149,50,loss,1,80,18,female
32149,51,loss,0,1,18,female
32149,52,loss,0,1,18,female
32149,53,loss,1,10,18,female
32149,54,loss,0,2,18,female
32149,55,loss,1,5,18,female
32149,56,loss,0,1,18,female
32149,57,loss,1,5,18,female
32149,58,loss,1,2,18,female
32149,59,loss,0,2,18,female
32149,60,loss,1,10,18,female
32149,61,loss,1,10,18,female
32149,62,loss,1,80,18,female
32149,63,loss,1,40,18,female
32149,64,loss,1,20,18,female
32149,65,loss,0,2,18,female
32149,66,loss,0,1,18,female
33606,7,loss,0,2,18,female
33606,8,loss,0,20,18,female
33606,9,loss,0,2,18,female
33606,10,loss,1,5,18,female
33606,11,loss,0,1,18,female
33606,12,loss,0,2,18,female
33606,13,loss,1,1,18,female
33606,14,loss,0,5,18,female
33606,15,loss,1,10,18,female
33606,16,loss,0,1,18,female
33606,17,loss,0,20,18,female
33606,18,loss,0,1,18,female
33606,19,loss,0,2,18,female
33606,20,loss,0,2,18,female
33606,21,loss,0,1,18,female
33606,22,loss,0,10,18,female
33606,23,loss,0,2,18,female
33606,24,loss,1,2,18,female
33606,25,loss,0,80,18,female
33606,26,loss,0,5,18,female
33606,27,loss,1,80,18,female
33606,28,loss,0,1,18,female
33606,29,loss,0,2,18,female
33606,30,loss,0,80,18,female
33606,31,loss,0,10,18,female
33606,32,loss,0,10,18,female
33606,33,loss,1,5,18,female
33606,34,loss,0,40,18,female
33606,35,loss,0,20,18,female
33606,36,loss,0,20,18,female
33606,37,loss,1,40,18,female
33606,38,loss,0,1,18,female
33606,39,loss,1,10,18,female
33606,40,loss,1,1,18,female
