PID,trial_no,delay,choice,age,gender,rt,outcome
42,55,1,1,26,male,1.113508529,0
42,56,5,1,26,male,0.959214957,1
42,57,40,0,26,male,1.399094692,0
42,58,20,1,26,male,1.227543216,0
42,59,2,1,26,male,0.969020598,0
42,60,10,0,26,male,1.169385257,0
42,61,80,1,26,male,1.934601388,0
42,62,80,0,26,male,1.225107428,0
42,63,40,1,26,male,1.43929622,1
42,64,10,1,26,male,1.754780186,0
42,65,10,0,26,male,1.269355523,0
42,66,1,0,26,male,1.144561587,1
42,67,20,0,26,male,1.25899112,1
42,68,20,1,26,male,1.559488149,1
42,69,80,1,26,male,2.197281359,0
42,70,1,1,26,male,1.3174268,1
43,1,1,1,60,female,3.385078871,0
43,2,20,1,60,female,2.183583407,1
43,3,40,1,60,female,2.014031518,1
43,4,5,1,60,female,1.780877143,0
43,5,5,1,60,female,1.198495782,0
43,6,1,1,60,female,1.510977953,1
43,7,2,1,60,female,1.854763432,1
43,8,2,1,60,female,1.611273635,0
43,9,80,1,60,female,1.621159573,1
43,10,20,0,60,female,0.777224819,0
43,11,5,0,60,female,1.633333384,1
43,12,40,0,60,female,1.314526434,0
43,13,10,1,60,female,1.632931293,0
43,14,1,1,60,female,3.439321276,1
43,15,5,1,60,female,3.129092262,0
43,16,5,1,60,female,0.895175968,1
43,17,40,1,60,female,3.111106248,0
43,18,2,1,60,female,2.104580725,1
43,19,10,1,60,female,2.352729282,1
43,20,1,1,60,female,1.488976465,0
43,21,80,1,60,female,2.385545562,0
43,22,20,1,60,female,1.763308313,0
43,23,10,1,60,female,1.296731201,1
43,24,5,1,60,female,1.042701917,0
43,25,2,1,60,female,0.878802844,0
43,26,2,1,60,female,1.155241745,0
43,27,40,1,60,female,2.063447928,0
43,28,5,1,60,female,1.009526411,1
43,29,40,1,60,female,1.659340384,1
43,30,80,1,60,female,2.767308392,0
43,31,2,1,60,female,1.720978602,1
43,32,10,1,60,female,1.611078325,1
43,33,20,1,60,female,2.139373952,0
43,34,1,1,60,female,0.939380895,1
43,35,10,1,60,female,1.059271558,0
43,36,5,1,60,female,1.717521588,0
43,37,1,1,60,female,1.150640945,0
43,38,20,1,60,female,2.169719125,0
43,39,10,1,60,female,1.140811758,0
43,40,20,1,60,female,1.439429949,0
43,41,20,1,60,female,1.123476878,1
43,42,40,1,60,female,1.697236532,0
43,43,10,1,60,female,1.462973389,0
43,44,2,1,60,female,1.654944252,1
43,45,2,1,60,female,3.121137989,0
43,46,80,1,60,female,3.466694841,1
43,47,40,1,60,female,1.703458071,1
43,48,40,1,60,female,1.242869757,1
43,49,10,1,60,female,1.503331588,1
43,50,1,1,60,female,1.180950498,1
43,51,2,1,60,female,1.501424071,1
43,52,1,1,60,female,2.387308784,0
43,53,20,1,60,female,1.806636007,1
43,54,80,1,60,female,1.887096117,0
43,55,80,1,60,female,2.09897651,1
43,56,80,1,60,female,1.844787234,0
43,57,80,1,60,female,1.455285063,1
43,58,40,1,60,female,2.063217903,0
43,59,20,1,60,female,1.381313949,1
43,60,10,1,60,female,1.803087828,1
43,61,5,1,60,female,0.976647644,1
43,62,1,1,60,female,1.806856674,1
43,63,2,1,60,female,1.554937762,0
43,64,10,1,60,female,1.541367501,0
43,65,20,1,60,female,1.031258933,1
43,66,5,1,60,female,1.610710647,1
43,67,1,1,60,female,1.054862144,0
43,68,80,1,60,female,1.941362973,1
43,69,40,1,60,female,1.497465349,1
43,70,80,1,60,female,2.706967913,0
44,1,80,0,22,male,3.438796324,0
44,2,20,1,22,male,2.394941566,0
44,3,5,0,22,male,3.805253141,1
44,4,1,1,22,male,2.285419833,0
44,5,10,0,22,male,2.672571947,0
44,6,20,1,22,male,2.872864157,1
44,7,40,1,22,male,5.087440551,0
44,8,20,1,22,male,1.877196896,0
44,9,20,0,22,male,2.392747877,1
44,10,80,1,22,male,10.42920682,0
44,11,2,1,22,male,1.788797909,1
44,12,2,1,22,male,1.676641154,1
44,13,1,1,22,male,1.317449441,1
44,14,2,1,22,male,1.637858112,1
44,15,40,0,22,male,2.834688176,0
44,16,20,1,22,male,1.761038553,1
44,17,10,1,22,male,1.308827733,0
44,18,20,1,22,male,1.951198197,1
44,19,2,1,22,male,0.984601011,0
44,20,80,1,22,male,4.189196075,0
44,21,20,1,22,male,1.022547873,0
44,22,5,1,22,male,1.051309436,0
44,23,10,1,22,male,1.632985328,0
44,24,20,1,22,male,1.701063035,1
44,25,40,1,22,male,2.167010446,1
44,26,10,1,22,male,1.483378891,1
44,27,2,1,22,male,1.229579027,1
44,28,5,1,22,male,1.131138035,1
44,29,5,1,22,male,1.164630202,1
44,30,1,1,22,male,1.51110655,1
44,31,2,1,22,male,1.945601529,1
44,32,80,0,22,male,2.481410397,1
44,33,1,1,22,male,1.497474405,0
44,34,5,1,22,male,1.12082495,1
44,35,80,1,22,male,2.669385408,0
44,36,5,1,22,male,1.438603429,0
44,37,10,1,22,male,0.88910325,1
44,38,1,1,22,male,1.350973908,0
44,39,40,1,22,male,2.061162169,1
44,40,5,1,22,male,1.212842151,0
44,41,20,1,22,male,1.079374586,0
44,42,10,1,22,male,1.800889007,1
44,43,2,1,22,male,1.365016897,0
44,44,10,1,22,male,0.801110278,1
44,45,5,1,22,male,1.215011388,0
44,46,40,0,22,male,1.843318335,1
44,47,40,1,22,male,2.2967632,1
44,48,5,1,22,male,1.147169743,0
44,49,40,1,22,male,2.195398597,0
44,50,1,1,22,male,1.334787038,1
44,51,80,1,22,male,1.828939969,1
44,52,1,1,22,male,1.357444188,1
44,53,2,1,22,male,1.599551119,0
44,54,80,1,22,male,2.595083143,0
44,55,1,1,22,male,1.489480889,1
44,56,40,1,22,male,1.098581362,0
44,57,80,1,22,male,1.560864978,1
44,58,80,0,22,male,2.11078536,1
44,59,10,1,22,male,1.423976925,1
44,60,20,1,22,male,1.745228417,0
44,61,5,1,22,male,0.976921138,1
44,62,40,1,22,male,1.891503418,1
44,63,2,1,22,male,0.900894893,0
44,64,80,1,22,male,1.423043543,1
44,65,2,1,22,male,1.332881032,0
44,66,1,1,22,male,1.254658079,0
44,67,10,1,22,male,1.420704957,0
44,68,40,0,22,male,1.497257964,0
44,69,10,1,22,male,1.484842054,0
44,70,1,1,22,male,0.927045282,0
45,1,20,1,22,male,5.340704595,1
45,2,5,1,22,male,2.980683645,1
45,3,5,1,22,male,3.01405114,0
45,4,10,1,22,male,0.96509327,1
45,5,2,1,22,male,0.719359372,1
45,6,10,0,22,male,0.362461568,1
45,7,5,1,22,male,1.35438051,1
45,8,10,1,22,male,0.924813558,0
45,9,20,1,22,male,0.859382344,1
45,10,20,1,22,male,0.944749652,0
45,11,20,1,22,male,1.426951551,0
45,12,1,1,22,male,1.02258138,0
45,13,2,1,22,male,0.58499314,1
45,14,10,1,22,male,0.964743101,0
45,15,40,1,22,male,0.772620699,1
45,16,2,1,22,male,1.184769756,0
45,17,10,1,22,male,0.77279035,1
45,18,2,1,22,male,0.703073489,0
45,19,5,1,22,male,0.661213789,0
45,20,5,1,22,male,0.490771685,0
45,21,5,1,22,male,0.876496256,0
45,22,20,1,22,male,0.699342075,1
45,23,40,1,22,male,0.819028371,0
45,24,40,1,22,male,0.667524984,1
45,25,20,1,22,male,0.675195499,0
45,26,5,1,22,male,0.479356172,1
45,27,1,1,22,male,0.451350189,1
45,28,2,1,22,male,0.533089322,1
45,29,40,1,22,male,0.818568321,1
45,30,80,1,22,male,0.673375525,0
45,31,1,1,22,male,0.916848417,0
45,32,5,1,22,male,0.439883961,1
45,33,40,1,22,male,0.464617372,0
45,34,1,1,22,male,0.849553761,1
45,35,20,1,22,male,0.50320118,0
45,36,1,1,22,male,0.887337613,1
45,37,2,1,22,male,0.59868264,0
45,38,80,1,22,male,0.533350439,1
45,39,2,1,22,male,0.896905682,0
45,40,20,1,22,male,0.774809558,0
45,41,40,1,22,male,0.871362354,1
45,42,1,1,22,male,0.86740333,1
45,43,80,1,22,male,1.053436714,1
45,44,10,1,22,male,0.914556017,1
45,45,40,1,22,male,0.596877759,1
45,46,1,1,22,male,0.884554674,0
45,47,10,1,22,male,0.354988778,1
45,48,1,1,22,male,0.809257143,0
45,49,20,1,22,male,0.780863861,1
45,50,1,1,22,male,0.901325964,0
45,51,2,1,22,male,0.72303826,1
45,52,40,1,22,male,0.643477119,0
45,53,5,1,22,male,0.553235819,1
45,54,80,1,22,male,0.992728557,0
45,55,5,1,22,male,0.674949173,0
45,56,10,1,22,male,0.701114655,0
45,57,20,1,22,male,0.504946893,1
45,58,80,1,22,male,0.452717358,0
45,59,40,1,22,male,1.027284212,0
45,60,80,1,22,male,0.838895337,0
45,61,80,1,22,male,1.077453787,0
45,62,80,1,22,male,0.66756966,1
45,63,10,1,22,male,1.087326746,0
45,64,10,1,22,male,0.762563902,0
45,65,2,1,22,male,0.563148926,0
45,66,40,1,22,male,0.976302305,0
45,67,2,1,22,male,0.4473646,1
45,68,80,1,22,male,0.555404453,1
45,69,1,1,22,male,0.688901903,1
45,70,80,1,22,male,0.93132942,1
46,1,80,1,23,female,2.769037805,0
46,2,10,1,23,female,2.985368364,1
46,3,40,1,23,female,3.624183102,1
46,4,10,0,23,female,3.019432273,0
46,5,20,1,23,female,1.400874819,1
46,6,5,1,23,female,1.427447222,0
46,7,10,1,23,female,1.090914168,1
46,8,10,1,23,female,1.33720562,0
46,9,10,1,23,female,1.273562382,0
46,10,2,1,23,female,1.567027653,1
46,11,5,1,23,female,2.000566308,0
46,12,10,1,23,female,1.205395019,0
46,13,1,1,23,female,0.575205611,0
46,14,5,1,23,female,0.792665466,1
46,15,1,1,23,female,1.29318272,0
46,16,2,1,23,female,1.012887733,0
46,17,80,1,23,female,2.62310271,0
46,18,5,1,23,female,1.715217112,1
46,19,1,1,23,female,0.836778625,1
46,20,5,1,23,female,1.179182144,0
46,21,20,1,23,female,0.874710394,0
46,22,40,1,23,female,1.633212334,1
46,23,10,1,23,female,1.238919487,0
46,24,2,1,23,female,1.050840632,1
46,25,80,1,23,female,1.653341021,1
46,26,2,1,23,female,1.7988215,1
46,27,80,1,23,female,2.078633797,1
46,28,40,1,23,female,2.31515704,1
46,29,5,1,23,female,1.838645087,1
46,30,80,1,23,female,1.963472531,0
46,31,20,1,23,female,1.499345697,0
46,32,40,1,23,female,0.927132824,0
46,33,2,1,23,female,1.188979634,1
46,34,5,1,23,female,1.48064244,0
46,35,80,1,23,female,1.313129984,1
46,36,80,1,23,female,2.505440451,0
46,37,1,1,23,female,1.305151259,1
46,38,5,1,23,female,1.950925911,0
46,39,20,1,23,female,1.193113139,0
46,40,10,1,23,female,0.984800245,1
46,41,10,1,23,female,1.168726275,1
46,42,5,1,23,female,1.910699629,1
46,43,40,1,23,female,1.904558387,1
46,44,40,1,23,female,1.785368062,0
46,45,40,1,23,female,1.149178084,0
46,46,1,1,23,female,1.561262239,1
46,47,2,1,23,female,2.016987127,0
46,48,2,1,23,female,1.299458898,1
46,49,1,1,23,female,1.424576439,0
46,50,1,1,23,female,0.962667142,0
46,51,40,1,23,female,1.123398089,0
46,52,1,1,23,female,1.31300984,0
46,53,2,1,23,female,0.93113411,0
46,54,40,1,23,female,1.198906929,1
46,55,20,1,23,female,2.01876665,1
46,56,40,1,23,female,1.190757346,0
46,57,20,1,23,female,1.228537576,1
46,58,1,1,23,female,1.935046043,1
46,59,2,1,23,female,0.962776419,0
46,60,80,1,23,female,1.253904612,0
46,61,10,1,23,female,1.128652136,1
46,62,20,1,23,female,1.76933726,1
46,63,80,1,23,female,1.245407879,1
46,64,20,1,23,female,1.084567352,1
46,65,1,1,23,female,1.679010531,1
46,66,20,1,23,female,1.674822991,0
46,67,5,1,23,female,1.291578584,1
46,68,2,1,23,female,2.186760287,0
46,69,20,1,23,female,0.927130107,0
46,70,80,1,23,female,1.49153602,1
47,1,80,0,23,male,10.02391776,0
47,2,2,0,23,male,11.11906082,0
47,3,2,0,23,male,1.986246504,1
47,4,10,0,23,male,6.321373448,1
47,5,10,0,23,male,2.353266006,0
47,6,40,1,23,male,10.29790729,0
47,7,40,0,23,male,2.701278268,1
47,8,1,0,23,male,2.023740561,1
47,9,10,0,23,male,1.970535683,0
47,10,10,1,23,male,4.11792066,1
47,11,10,0,23,male,6.603652928,0
47,12,1,0,23,male,1.677435071,0
47,13,2,0,23,male,0.947461048,1
47,14,1,0,23,male,0.829607101,0
47,15,40,1,23,male,1.498696677,0
47,16,1,0,23,male,1.141461986,1
47,17,20,0,23,male,3.012603673,0
47,18,1,0,23,male,1.148992735,0
47,19,20,1,23,male,1.534797,0
47,20,20,1,23,male,1.780888011,0
47,21,1,0,23,male,1.614967617,0
47,22,1,0,23,male,1.518726652,1
47,23,20,0,23,male,2.73124218,0
47,24,40,1,23,male,3.575013924,1
47,25,40,1,23,male,2.013448909,0
47,26,80,1,23,male,1.711548789,1
47,27,5,0,23,male,1.048652679,1
47,28,2,0,23,male,0.980924235,1
47,29,10,0,23,male,0.849034846,0
47,30,5,0,23,male,1.415176813,0
47,31,10,0,23,male,1.490757497,1
47,32,20,0,23,male,3.419579586,0
47,33,5,0,23,male,1.410875468,0
47,34,5,0,23,male,1.506705286,0
47,35,80,1,23,male,1.469508873,1
47,36,20,0,23,male,1.869426764,1
47,37,40,1,23,male,2.488826133,0
47,38,2,0,23,male,1.996677318,0
47,39,80,1,23,male,1.320685486,0
47,40,40,0,23,male,2.557146846,0
47,41,80,1,23,male,2.208677251,0
47,42,20,0,23,male,1.843155024,1
47,43,1,0,23,male,1.771310583,1
47,44,5,0,23,male,0.975437447,0
47,45,2,0,23,male,0.962464889,0
47,46,80,0,23,male,2.905334796,1
47,47,1,0,23,male,1.39748814,0
47,48,40,0,23,male,2.324356828,1
47,49,80,0,23,male,1.572713977,1
47,50,5,1,23,male,2.254918895,1
47,51,5,1,23,male,1.858823281,1
47,52,20,1,23,male,2.897360902,1
47,53,80,0,23,male,2.791086083,0
47,54,1,1,23,male,1.720627225,1
47,55,2,0,23,male,0.942680333,0
47,56,80,1,23,male,3.043498854,0
47,57,40,0,23,male,2.214954938,1
47,58,80,1,23,male,2.737142228,1
47,59,20,1,23,male,2.113496756,1
47,60,2,0,23,male,1.409440378,0
47,61,2,0,23,male,2.04955044,1
47,62,20,0,23,male,2.67899906,1
47,63,5,0,23,male,1.70977802,1
47,64,10,0,23,male,1.380985213,0
47,65,10,1,23,male,2.165577168,1
47,66,5,0,23,male,1.407156732,1
47,67,5,0,23,male,1.155971968,0
47,68,40,1,23,male,1.620859514,1
47,69,2,0,23,male,3.895030466,1
47,70,10,0,23,male,2.309165828,1
48,1,2,1,21,male,3.385290784,0
48,2,1,1,21,male,1.40502704,1
48,3,40,0,21,male,3.047478103,1
48,4,5,1,21,male,1.803654739,0
48,5,2,1,21,male,1.492735651,0
48,6,10,1,21,male,2.454501409,1
48,7,10,1,21,male,1.207226464,0
48,8,2,1,21,male,1.483079134,1
48,9,1,1,21,male,1.958570767,1
48,10,5,1,21,male,1.213283183,1
48,11,2,1,21,male,1.485163244,0
48,12,20,0,21,male,1.814929581,1
48,13,40,0,21,male,1.18542904,1
48,14,1,1,21,male,1.713232318,0
48,15,40,0,21,male,1.373526912,0
48,16,5,1,21,male,1.415064819,1
48,17,2,1,21,male,1.005224161,1
48,18,40,0,21,male,1.169847118,1
48,19,80,0,21,male,1.730572632,0
48,20,10,1,21,male,1.951006812,1
48,21,1,1,21,male,1.498664075,1
48,22,20,0,21,male,1.779134146,1
48,23,10,1,21,male,2.170904266,0
48,24,40,0,21,male,1.009295481,1
48,25,80,0,21,male,2.125463182,0
48,26,20,0,21,male,1.900551969,1
48,27,2,1,21,male,1.394734181,1
48,28,10,1,21,male,2.41258858,0
48,29,80,0,21,male,1.437093777,1
48,30,20,0,21,male,1.796707807,0
48,31,80,0,21,male,1.472555344,0
48,32,5,1,21,male,1.84906926,0
48,33,10,1,21,male,1.292843419,0
48,34,20,0,21,male,2.148715317,0
48,35,2,1,21,male,1.059546863,0
48,36,20,0,21,male,0.814986937,1
48,37,40,0,21,male,1.829487863,0
48,38,5,1,21,male,1.297209967,0
48,39,10,1,21,male,2.033062304,0
48,40,5,1,21,male,1.649055072,1
48,41,20,0,21,male,1.805146279,1
48,42,20,0,21,male,2.280659646,0
48,43,40,0,21,male,1.721489366,0
48,44,10,0,21,male,1.288508868,1
48,45,80,0,21,male,1.86950525,0
48,46,40,0,21,male,1.738940165,0
48,47,2,1,21,male,1.127515897,1
48,48,5,1,21,male,1.638895639,0
48,49,1,1,21,male,1.264714876,0
48,50,2,1,21,male,1.431458469,1
48,51,10,1,21,male,1.360589371,1
48,52,5,1,21,male,1.194911982,1
48,53,1,1,21,male,1.017452912,0
48,54,1,1,21,male,1.210811472,0
48,55,80,0,21,male,1.42692559,0
48,56,40,0,21,male,4.607483054,1
48,57,80,0,21,male,1.074494255,1
48,58,2,1,21,male,1.109081606,0
48,59,80,0,21,male,1.048506574,1
48,60,1,1,21,male,1.073003017,1
48,61,10,1,21,male,0.866790232,1
48,62,1,1,21,male,1.335036685,1
48,63,1,1,21,male,0.967139647,0
48,64,5,1,21,male,1.448908363,1
48,65,80,0,21,male,1.442744481,1
48,66,5,1,21,male,0.891271884,0
48,67,40,0,21,male,1.367330126,0
48,68,80,0,21,male,1.331183919,1
48,69,20,0,21,male,1.667027804,0
48,70,20,0,21,male,1.700601174,0
49,1,40,1,23,male,9.50991356,1
49,2,10,1,23,male,3.563272089,1
49,3,20,1,23,male,7.769403671,0
49,4,2,0,23,male,2.513144775,1
49,5,5,0,23,male,5.634803188,1
49,6,10,0,23,male,3.104715963,1
49,7,80,1,23,male,5.949184423,1
49,8,1,0,23,male,1.674631002,0
49,9,5,0,23,male,1.090686558,0
49,10,1,0,23,male,3.771472084,0
49,11,5,0,23,male,1.092634525,1
49,12,40,1,23,male,1.775110522,0
49,13,2,0,23,male,2.493906604,0
49,14,40,1,23,male,1.891059367,0
49,15,20,0,23,male,1.207110848,0
49,16,10,0,23,male,2.116399839,1
49,17,2,0,23,male,1.132671232,0
49,18,2,0,23,male,1.400592571,0
49,19,20,0,23,male,0.950542837,1
49,20,2,0,23,male,1.719404652,1
49,21,2,0,23,male,1.327293721,0
49,22,10,1,23,male,1.910721062,0
49,23,1,0,23,male,1.890867982,1
49,24,10,1,23,male,3.597162121,0
49,25,40,1,23,male,2.563103042,0
49,26,2,0,23,male,1.564974635,1
49,27,20,1,23,male,1.990158738,1
49,28,10,1,23,male,1.129037322,1
49,29,80,1,23,male,1.964678803,0
49,30,80,0,23,male,1.834904919,1
49,31,80,1,23,male,3.875537819,0
49,32,80,1,23,male,1.76673182,1
49,33,1,0,23,male,1.740901716,1
49,34,2,0,23,male,1.599320189,0
49,35,40,0,23,male,1.143384294,0
49,36,80,1,23,male,2.136629652,0
49,37,40,1,23,male,1.594817497,1
49,38,5,0,23,male,1.714702122,1
49,39,2,1,23,male,2.890939525,1
49,40,1,0,23,male,1.165376122,0
49,41,1,0,23,male,1.206720832,1
49,42,40,1,23,male,1.744802479,1
49,43,10,1,23,male,1.646748785,0
49,44,10,1,23,male,1.441298826,0
49,45,5,0,23,male,3.399190385,0
49,46,40,1,23,male,3.272789595,1
49,47,1,0,23,male,0.998852894,1
49,48,10,1,23,male,1.868734275,1
49,49,80,1,23,male,2.602475937,1
49,50,5,0,23,male,2.829375567,0
49,51,1,0,23,male,1.220478554,0
49,52,80,1,23,male,3.07703932,1
49,53,40,1,23,male,2.738554073,1
49,54,20,1,23,male,1.563381064,0
49,55,20,1,23,male,1.578732358,1
49,56,20,1,23,male,2.939005369,0
49,57,1,0,23,male,1.707483507,1
49,58,80,1,23,male,1.505287101,0
49,59,5,0,23,male,8.362360744,0
49,60,40,1,23,male,1.369476724,0
49,61,80,1,23,male,1.994606792,0
49,62,1,0,23,male,2.551253138,0
49,63,20,1,23,male,1.290629504,0
49,64,20,1,23,male,1.427475899,1
49,65,2,0,23,male,1.554988174,1
49,66,20,1,23,male,1.451479087,1
49,67,10,1,23,male,1.393376974,0
49,68,5,0,23,male,5.671204476,1
49,69,5,0,23,male,1.782993252,1
49,70,5,0,23,male,5.974102277,0
